player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Shane Vallot,81704,C,LA LAFAYET,14,100.0,0,207,70.7,67.2,70.7,2,6,452,100.0,100.0,98.7,5,10,2,974,974,0,0,974,473,473,0,0,501,0
Cooper Hodges,81548,T,APP STATE,14,99.9,1,108,80.4,69.8,82.3,4,5,461,99.8,99.8,98.4,5,12,3,973,0,0,0,974,483,484,0,970,490,2
Baer Hunter,44512,C,APP STATE,14,100.0,3,108,79.9,71.8,82.6,0,8,462,100.0,100.0,98.7,8,10,2,972,972,0,0,972,484,484,0,0,488,0
Jamezz Kimbrough,55052,C,C MICHIGAN,13,100.0,0,134,63.7,58.4,65.1,2,16,490,100.0,100.0,97.8,3,20,2,971,971,0,0,971,512,512,0,0,459,0
Gus Hartwig,129814,C,PURDUE,13,100.0,1,273,66.4,71.3,63.0,0,11,610,100.0,100.0,98.4,4,15,4,971,970,0,0,971,640,640,0,0,331,1
Josh Sills,41748,G,OKLA STATE,13,100.0,1,262,74.6,66.6,77.8,4,9,456,100.0,100.0,98.1,6,15,2,969,0,969,0,969,490,490,0,0,479,0
Patrick Paul,101019,T,HOUSTON,14,100.0,0,182,72.7,81.3,67.6,3,12,526,100.0,100.0,98.0,8,18,3,964,0,0,964,964,551,551,0,0,413,0
Tyler Witt,40256,G,PURDUE,13,100.0,0,273,63.3,74.2,57.0,0,14,603,100.0,100.0,98.5,2,16,2,964,0,0,1,964,633,633,962,0,331,1
Gabe Blair,145323,G,N TEXAS,13,100.0,0,251,59.4,60.3,56.9,2,12,386,100.0,100.0,97.9,1,15,1,963,0,963,0,963,414,414,0,0,549,0
Kody Russey,41726,C,HOUSTON,14,100.0,0,182,72.5,80.9,72.2,1,11,526,100.0,100.0,98.7,11,13,1,961,961,0,0,961,551,551,0,0,410,0
Dennis Bardwell,59720,T,HOUSTON,14,100.0,0,182,70.0,72.5,64.2,5,21,524,100.0,100.0,96.4,1,32,6,961,0,0,0,961,549,549,0,961,412,0
Braeden Daniels,81891,T,UTAH,14,100.0,1,328,84.4,65.6,89.1,2,13,445,100.0,100.0,98.1,4,16,1,959,0,146,0,959,473,473,0,813,486,0
Orlando Umana,60185,C,OLE MISS,12,100.0,1,226,69.5,68.0,71.8,0,21,483,100.0,100.0,97.6,8,22,1,957,840,0,0,957,509,509,117,0,448,0
Nick Ford,60183,C,UTAH,14,100.0,0,328,71.9,64.6,73.3,4,6,444,100.0,100.0,98.9,5,10,0,956,749,206,0,956,472,472,1,0,484,0
Brett Neilon,55555,C,USC,12,100.0,0,326,86.2,81.9,87.8,1,9,533,100.0,100.0,99.1,4,10,0,955,955,0,0,955,575,575,0,0,380,0
Alama Uluave,81814,C,S DIEGO ST,14,100.0,0,284,73.4,73.7,72.3,2,2,409,100.0,100.0,99.0,4,6,2,953,953,0,0,953,440,440,0,0,513,0
Jeremy James,98423,T,OLE MISS,13,100.0,1,226,75.9,77.8,73.4,1,10,482,100.0,100.0,98.7,7,12,1,948,0,0,0,948,507,507,0,947,441,0
Michael Jurgens,77345,C,WAKE,13,100.0,0,339,69.7,77.6,65.6,2,7,522,100.0,100.0,98.8,4,11,2,948,948,0,0,948,554,554,0,0,394,0
Nathan Monnin,60930,G,KENT STATE,13,100.0,2,201,71.3,57.8,75.9,1,8,419,100.0,100.0,98.2,9,12,3,943,0,0,0,943,456,456,941,0,487,1
Marcus Minor,59831,G,PITTSBURGH,13,100.0,0,268,67.4,64.7,70.0,1,14,545,100.0,100.0,98.1,5,18,3,939,0,938,0,939,575,575,1,0,364,0
Jacob Gall,55024,C,BAYLOR,14,100.0,1,118,83.3,78.8,83.1,2,5,398,100.0,100.0,99.1,4,7,0,938,938,0,0,938,411,411,0,0,527,0
Spencer Holstege,101600,G,PURDUE,13,100.0,0,273,65.5,71.1,60.7,1,13,583,100.0,100.0,98.5,0,16,2,937,0,935,0,937,612,612,0,0,325,2
Connor Galvin,77450,T,BAYLOR,14,100.0,0,118,80.0,91.2,71.0,1,2,397,100.0,100.0,99.6,1,3,0,936,0,0,936,936,410,410,0,0,526,0
Zach Whaley,77504,T,KENT STATE,13,100.0,4,201,64.1,57.0,67.1,5,12,423,100.0,100.0,96.6,6,23,6,935,0,1,1,935,457,457,0,931,478,0
Cam Reddy,77340,C,COLO STATE,12,100.0,0,144,63.7,67.7,62.1,4,12,478,100.0,100.0,97.9,3,18,2,935,935,0,0,935,495,495,0,0,440,0
Javon Foster,81748,T,MISSOURI,13,100.0,3,229,80.9,69.6,82.8,3,14,482,100.0,100.0,97.8,7,19,2,934,0,0,930,934,514,514,0,0,420,4
Michael Maietti,40939,C,MISSOURI,13,100.0,0,229,89.1,82.0,90.9,3,4,482,100.0,100.0,98.9,5,9,2,934,934,0,0,934,514,514,0,0,420,0
Tank Jenkins,81860,G,HOUSTON,14,100.0,0,182,60.1,59.8,57.5,1,15,505,100.0,100.0,97.2,5,22,6,932,0,0,0,932,527,527,932,0,405,0
Brandon Crenshaw-Dickson,101241,T,S DIEGO ST,14,100.0,0,284,64.5,75.6,59.2,3,12,403,100.0,100.0,97.9,5,16,1,932,0,0,0,932,434,434,0,931,498,0
T.J. Bass,131703,T,OREGON,14,100.0,0,264,86.0,74.0,90.5,0,12,450,100.0,100.0,98.2,5,14,2,931,0,431,500,931,474,474,0,0,457,0
Jake Fuzak,44882,T,BUFFALO,12,100.0,0,126,73.3,75.1,70.1,4,4,402,100.0,100.0,98.5,6,10,2,931,0,0,929,931,440,440,0,0,491,2
Ryan Hayes,84003,T,MICHIGAN,14,100.0,0,222,66.7,64.6,64.4,5,19,405,100.0,100.0,96.3,2,27,3,928,0,0,920,928,427,427,0,0,501,8
Andrew Stueber,59856,T,MICHIGAN,14,100.0,1,222,71.5,81.2,65.0,3,7,405,100.0,100.0,98.5,4,11,1,927,0,0,6,927,427,427,0,921,500,0
Juice Scruggs,81800,G,PENN STATE,13,100.0,1,266,67.5,66.4,68.2,4,16,555,100.0,100.0,97.8,4,22,2,926,239,0,0,926,580,580,685,2,346,0
Leroy Thomas,81786,G,DOMINION,13,100.0,0,263,63.7,58.1,65.2,4,23,467,100.0,100.0,96.3,5,31,4,924,0,20,0,924,484,484,904,0,440,0
Nick Saldiveri,81785,T,DOMINION,13,100.0,1,263,80.5,77.8,77.3,2,13,466,100.0,100.0,97.3,1,20,5,924,0,0,0,924,483,483,20,896,441,8
Andrew Vastardis,41627,C,MICHIGAN,14,100.0,0,222,75.9,68.9,79.2,5,12,405,100.0,100.0,97.7,5,18,1,923,923,0,0,923,427,427,0,0,496,0
Darnell Wright,98480,T,TENNESSEE,13,100.0,2,307,62.7,59.9,64.0,1,13,465,100.0,100.0,97.8,10,17,3,922,0,0,920,922,495,495,0,2,427,0
William Dunkle,81815,G,S DIEGO ST,14,100.0,3,284,95.2,73.3,98.8,1,9,401,100.0,100.0,98.8,8,10,0,920,0,0,0,920,429,429,919,0,491,0
Charles Cross,98401,T,MISS STATE,12,100.0,2,227,86.6,84.7,87.2,0,14,680,100.0,100.0,98.7,9,16,2,919,0,0,919,919,719,719,0,0,200,0
Kohl Levao,75850,C,HAWAII,13,100.0,0,180,64.8,69.7,63.3,3,14,556,100.0,100.0,98.1,6,19,2,919,849,70,0,919,584,584,0,0,335,0
Jarrett Patterson,81775,C,NOTRE DAME,13,100.0,2,258,79.7,85.4,82.7,1,11,502,100.0,100.0,98.8,12,12,0,918,918,0,0,918,526,526,0,0,392,0
Sam Allan,59782,C,KENT STATE,14,100.0,0,201,60.4,65.5,60.1,2,4,396,100.0,100.0,98.7,7,8,2,918,884,0,15,918,429,429,19,0,489,0
Paiton Fears,98700,T,ARIZONA,12,100.0,0,109,61.9,65.6,57.3,2,19,533,100.0,100.0,96.9,3,27,6,915,0,0,0,915,567,567,0,911,348,0
Josh McCauley,40870,C,ARIZONA,12,100.0,2,109,69.6,79.5,65.3,3,11,531,100.0,100.0,98.5,5,15,1,912,860,0,52,912,565,565,0,0,347,0
Ilm Manning,75852,T,HAWAII,13,99.9,2,180,65.9,64.9,65.5,6,28,552,99.8,99.8,96.0,4,39,5,912,0,0,906,913,578,579,0,0,334,6
Brian Dooley,77531,T,E MICHIGAN,13,100.0,0,160,68.6,63.9,68.0,6,8,528,100.0,100.0,98.1,1,17,3,911,0,0,0,911,544,544,0,911,367,0
Marcellus Johnson,77529,T,E MICHIGAN,13,100.0,0,160,66.4,70.7,59.3,4,13,524,100.0,100.0,97.4,1,22,5,911,0,0,911,911,540,540,0,0,371,0
Olusegun Oluwatimi,98581,C,VIRGINIA,12,100.0,1,335,80.0,75.3,90.2,5,12,630,100.0,100.0,98.2,9,20,3,910,910,0,0,910,664,664,0,0,246,0
Gene Pryor,75851,T,HAWAII,13,100.0,0,180,74.9,79.0,71.4,3,19,546,100.0,100.0,96.9,6,28,6,910,0,0,0,910,574,574,0,910,336,0
Hunter Woodard,77544,G,OKLA STATE,12,100.0,2,262,71.8,84.5,69.0,3,2,425,100.0,100.0,98.9,5,7,2,909,0,0,0,909,457,457,909,0,452,0
Isaac Weaver,41945,C,DOMINION,13,100.0,1,263,54.6,58.1,53.0,3,9,460,100.0,100.0,98.0,7,15,3,909,662,73,171,909,477,477,3,0,432,0
Tyler Smith,98385,T,TULSA,12,100.0,3,320,92.3,75.3,93.9,2,5,412,100.0,100.0,98.7,16,9,2,909,0,0,908,909,446,446,0,0,463,1
Tyler Linderbaum,82291,C,IOWA,14,100.0,0,192,95.4,79.8,96.6,2,4,435,100.0,100.0,99.1,0,7,1,908,908,0,0,908,457,457,0,0,451,0
Justin Chase,40005,T,E CAROLINA,12,100.0,0,156,50.1,32.4,58.0,5,17,471,100.0,100.0,96.4,1,28,6,904,0,0,800,904,495,495,0,104,409,0
Tyler Orsini,101264,C,NEVADA,13,100.0,0,239,63.9,61.5,64.4,4,21,608,100.0,100.0,97.1,3,30,5,904,904,0,0,904,645,645,0,0,259,0
Andre Harris Jr.,58501,T,ARK STATE,12,99.9,1,113,75.3,85.2,62.3,1,13,602,100.0,99.8,98.3,3,17,3,904,0,0,904,905,633,634,0,0,271,1
Sataoa Laumea,100525,G,UTAH,13,100.0,1,328,68.2,56.5,72.0,6,15,412,100.0,100.0,97.2,6,22,1,903,0,0,0,903,436,436,903,0,467,0
Justin Osborne,99071,G,SMU,12,100.0,0,287,60.8,61.7,57.5,1,23,507,100.0,100.0,97.2,1,26,2,902,0,1,0,902,531,531,775,126,371,0
Cain Madden,41602,G,NOTRE DAME,13,100.0,0,258,78.3,61.0,84.1,6,13,488,100.0,100.0,97.8,2,20,1,902,0,0,0,902,512,512,902,0,390,0
Andrew Vorhees,60818,G,USC,12,100.0,0,326,90.1,90.7,90.5,2,11,504,100.0,100.0,98.7,3,13,0,902,0,500,402,902,544,544,0,0,358,0
Spencer Anderson,81719,T,MARYLAND,13,100.0,2,215,64.4,86.6,55.3,0,9,516,100.0,100.0,98.9,4,10,1,902,316,0,0,902,541,541,7,578,361,1
Aaron Frost,82350,T,NEVADA,13,100.0,0,239,68.0,55.2,84.7,8,32,604,100.0,100.0,96.0,12,44,4,900,0,0,0,900,642,642,6,894,258,0
Ben Dooley,101247,G,BOISE ST,12,100.0,0,120,70.0,43.3,80.0,10,11,463,100.0,100.0,96.9,5,25,4,900,0,0,3,900,488,488,610,285,412,2
Mason Lunsford,98422,G,MARYLAND,13,100.0,0,215,63.7,58.8,64.5,1,11,512,100.0,100.0,98.0,6,16,4,899,0,899,0,899,534,534,0,0,365,0
Zion Nelson,98239,T,MIAMI FL,12,100.0,0,220,73.3,85.3,65.0,3,9,533,100.0,100.0,98.3,5,15,3,898,0,0,892,898,568,568,0,0,330,5
James Gmiter,76932,G,W VIRGINIA,13,100.0,0,343,68.8,73.6,66.0,5,12,504,100.0,100.0,97.9,1,19,2,897,13,881,0,897,528,528,2,0,369,1
Nathan Eldridge,45657,C,OREGON ST,13,100.0,0,265,81.6,61.1,86.4,3,10,389,100.0,100.0,98.3,4,13,0,896,896,0,0,896,417,417,0,0,479,0
Joshua Gray,98252,T,OREGON ST,13,100.0,1,265,77.5,53.5,85.9,8,17,389,100.0,100.0,96.3,6,27,2,896,0,0,896,896,417,417,0,0,479,0
Jerome Carvin,81852,G,TENNESSEE,13,100.0,0,307,51.6,52.0,52.8,2,7,447,100.0,100.0,99.0,9,9,0,896,442,454,0,896,475,475,0,0,421,0
AJ Gillie,98043,G,LA LAFAYET,14,100.0,0,207,85.3,68.2,88.0,3,8,407,100.0,100.0,98.4,1,12,1,896,0,895,0,896,426,426,1,0,470,0
Bernhard Raimann,77948,T,C MICHIGAN,12,100.0,1,134,94.6,88.7,94.6,3,6,456,100.0,100.0,98.8,4,10,1,895,0,1,890,895,475,475,0,0,420,3
Zach Frazier,123419,C,W VIRGINIA,13,100.0,0,343,77.5,76.4,79.0,4,7,501,100.0,100.0,98.7,4,12,1,895,895,0,0,895,524,524,0,0,371,0
Liam Shanahan,108697,C,LSU,13,100.0,1,211,65.5,79.7,60.4,1,9,514,100.0,100.0,98.6,5,12,2,895,895,0,0,895,533,533,0,0,362,0
Alex Akingbulu,40634,T,FRESNO ST,13,100.0,2,169,68.6,72.8,67.2,1,17,543,100.0,100.0,97.8,6,21,3,895,0,0,0,895,571,571,0,895,324,0
Adam Korutz,44467,G,COLO STATE,12,100.0,1,144,58.9,56.8,56.8,4,13,465,100.0,100.0,97.3,2,21,4,894,0,0,0,894,482,482,889,0,412,0
Sidy Sow,59675,G,E MICHIGAN,13,100.0,0,160,79.0,73.0,80.4,2,6,522,100.0,100.0,98.7,2,11,3,894,0,885,9,894,537,537,0,0,357,0
Myron Cunningham,33168,T,ARKANSAS,13,100.0,0,111,70.6,69.5,69.3,4,9,370,100.0,100.0,97.4,4,16,3,894,0,0,891,894,389,389,0,0,505,1
Jack Wohlabaugh,41710,C,DUKE,12,100.0,0,154,78.0,76.7,78.1,2,3,439,100.0,100.0,99.2,6,6,1,893,893,0,0,893,466,466,0,0,427,0
Pat Bartlett,55191,G,GA STATE,13,100.0,0,175,66.4,56.8,68.2,3,8,362,100.0,100.0,98.2,5,12,1,892,0,0,0,892,380,380,890,0,512,0
Travis Glover,81658,T,GA STATE,13,100.0,2,175,63.7,54.1,65.1,5,6,362,100.0,100.0,97.7,5,14,3,892,0,76,816,892,380,380,0,0,512,0
Will Ulmer,41256,T,MARSHALL,13,100.0,2,214,78.1,73.5,81.5,3,13,500,100.0,100.0,97.8,7,19,3,891,0,0,891,891,522,522,0,0,369,0
Brady Latham,99068,G,ARKANSAS,13,100.0,0,111,69.8,81.7,67.4,2,7,369,100.0,100.0,98.5,3,10,1,890,0,860,1,890,388,388,0,28,502,1
Alex Mollette,40437,C,MARSHALL,13,100.0,0,214,77.3,83.4,73.4,0,0,500,100.0,100.0,100.0,2,0,0,890,890,0,0,890,522,522,0,0,368,0
Malik Sumter,55194,C,GA STATE,13,100.0,1,175,74.4,59.3,76.1,1,2,362,100.0,100.0,99.0,2,5,2,889,839,50,0,889,380,380,0,0,509,0
Matt Dale,98648,T,MEMPHIS,12,100.0,0,218,60.0,60.8,65.7,4,26,512,100.0,100.0,96.5,10,33,3,885,0,0,0,885,549,549,0,885,336,0
Nous Keobounnam,41631,G,OREGON ST,13,100.0,0,265,72.0,66.6,74.7,2,13,385,100.0,100.0,98.1,6,15,0,885,0,0,0,885,413,413,885,0,472,0
Barry Wesley,52018,T,COLO STATE,12,100.0,0,144,72.8,61.0,76.1,4,14,454,100.0,100.0,97.8,2,19,1,884,0,193,418,884,471,471,19,254,413,0
Ahofitu Maka,100803,C,UTSA,14,100.0,2,331,60.4,57.1,64.4,3,15,435,100.0,100.0,97.7,8,19,1,884,884,0,0,884,471,471,0,0,413,0
Marcus McKethan,60811,G,N CAROLINA,13,100.0,1,245,76.1,86.3,71.8,1,7,482,100.0,100.0,98.8,5,10,2,884,0,0,0,884,514,514,884,0,370,0
Conner Olson,41504,G,MINNESOTA,13,100.0,1,225,76.3,79.9,74.3,1,3,299,100.0,100.0,99.0,2,5,1,883,41,840,0,883,325,325,0,0,558,1
Johnathan Bass,83920,T,GA STATE,13,100.0,0,175,59.7,46.3,63.6,4,17,360,100.0,100.0,94.9,2,29,8,882,0,0,0,882,377,377,2,872,505,1
Mike Van Hoeven,41296,C,E MICHIGAN,12,100.0,0,160,77.8,71.8,78.8,2,10,509,100.0,100.0,97.8,2,17,5,882,882,0,0,882,524,524,0,0,358,0
Dylan Parham,60953,G,MEMPHIS,12,100.0,0,218,78.8,84.5,79.2,2,8,509,100.0,100.0,99.0,4,10,0,881,0,0,0,881,545,545,881,0,336,0
Jack Klenk,45097,G,BUFFALO,12,100.0,0,126,56.7,62.8,54.3,5,8,380,100.0,100.0,97.8,3,15,2,881,0,127,0,881,415,415,754,0,466,0
Sedrick Van Pran-Granger,124042,C,GEORGIA,15,100.0,0,173,70.0,76.7,68.5,0,8,410,100.0,100.0,98.8,5,9,1,881,881,0,0,881,437,437,0,0,444,0
Sam Schlueter,41640,T,MINNESOTA,13,99.7,0,225,61.4,60.4,59.8,3,11,296,99.0,99.1,96.6,4,17,3,880,0,0,728,883,322,325,0,0,558,154
Brandon Yates,99423,T,W VIRGINIA,13,100.0,0,343,60.5,56.8,60.2,10,17,492,100.0,100.0,96.4,3,31,4,880,0,2,877,880,516,516,0,0,364,1
David Redding,59849,G,MIAMI OH,13,100.0,1,221,58.8,36.1,65.0,4,14,484,100.0,100.0,97.9,6,19,1,880,0,0,0,880,514,514,880,0,366,0
Max Mitchell,81707,T,LA LAFAYET,13,100.0,0,207,94.8,82.5,95.0,1,9,410,100.0,100.0,98.0,0,13,3,879,0,0,17,879,430,430,0,859,449,2
Mose Vavao,74174,G,FRESNO ST,13,100.0,1,169,55.6,61.9,49.1,1,15,533,100.0,100.0,98.5,2,16,0,879,11,422,0,879,561,561,445,0,318,1
Reid Holskey,130520,T,MIAMI OH,13,100.0,0,221,65.6,44.1,76.3,8,11,483,100.0,100.0,97.6,2,21,2,879,0,0,0,879,513,513,0,879,366,0
Johari Branch,63466,G,MARYLAND,13,100.0,1,215,61.4,72.6,59.4,0,7,498,100.0,100.0,99.1,5,8,1,879,11,26,0,879,523,523,842,0,356,0
Sam Vaughan,74188,T,MIAMI OH,13,99.9,1,221,43.1,19.3,61.5,5,30,484,100.0,99.8,95.6,10,39,4,879,0,0,880,880,513,514,0,0,366,0
Navaughn Donaldson,59848,G,MIAMI FL,12,100.0,1,220,65.9,74.3,61.3,1,10,520,100.0,100.0,98.7,5,12,1,877,10,722,0,877,555,555,145,0,322,0
John Ojukwu,58530,T,BOISE ST,12,100.0,0,120,70.1,81.6,60.1,3,13,459,100.0,100.0,97.4,1,20,4,875,0,0,869,875,484,484,3,0,391,3
Zach Thomas,43641,T,S DIEGO ST,13,99.7,0,284,87.2,73.7,89.6,2,8,382,99.2,99.3,97.9,3,13,3,875,0,0,858,878,412,415,0,0,463,19
Owen Drexel,60019,C,PITTSBURGH,12,100.0,1,268,58.7,59.7,57.2,1,17,511,100.0,100.0,98.0,4,19,1,874,874,0,0,874,541,541,0,0,333,0
Avery Jones,77352,C,E CAROLINA,12,100.0,0,156,59.6,61.2,61.3,3,13,457,100.0,100.0,97.6,7,19,3,874,874,0,0,874,478,478,0,0,396,0
Hawk Wimmer,104200,G,AIR FORCE,13,100.0,0,101,76.0,70.1,75.6,1,3,125,100.0,100.0,98.4,3,4,0,873,0,0,0,873,128,128,872,0,745,0
Gabe Wallace,77535,G,BUFFALO,12,100.0,1,126,67.4,64.8,66.5,2,12,388,100.0,100.0,97.9,2,15,1,873,0,774,2,873,423,423,0,97,450,0
Ricky Stromberg,99066,C,ARKANSAS,13,100.0,0,111,76.3,72.3,78.9,2,7,363,100.0,100.0,97.9,8,12,3,873,872,1,0,873,382,382,0,0,491,0
Scott Lashley,40723,T,MISS STATE,12,100.0,5,227,56.8,63.6,60.4,5,23,648,100.0,100.0,96.8,16,35,7,872,0,0,0,872,680,680,0,872,192,0
Kingsley Eguakun,98248,C,FLORIDA,13,100.0,2,163,60.9,70.4,61.6,2,11,438,100.0,100.0,98.5,12,13,0,870,870,0,0,870,454,454,0,0,416,0
Justin Shaffer,59703,G,GEORGIA,15,100.0,1,173,71.7,55.2,76.8,1,15,411,100.0,100.0,97.1,6,20,4,869,0,869,0,869,438,438,0,0,431,0
Jacob Gideon,72705,G,W MICHIGAN,13,100.0,0,347,77.6,83.7,80.6,1,4,390,100.0,100.0,98.6,12,8,3,867,12,718,0,867,418,418,137,0,449,0
