player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jason Spriggs,10682,T,INDIANA,13,100.0,1,190,85.5,83.9,81.0,3,6,493,100.0,100.0,98.5,2,12,3,1078,0,0,1077,1078,511,511,0,0,567,1
Dan Feeney,11826,G,INDIANA,13,100.0,1,190,87.7,87.3,87.5,1,5,492,100.0,100.0,99.4,5,6,0,1074,0,0,0,1074,510,510,1074,0,564,0
Alex Cooper,11105,T,HOUSTON,14,100.0,1,182,84.0,77.7,85.1,2,13,509,100.0,100.0,98.3,5,16,1,1072,0,0,545,1072,526,526,96,431,546,0
Joe Noteboom,46249,T,TCU,13,100.0,0,305,78.3,84.0,71.7,5,13,574,100.0,100.0,97.9,3,21,3,1071,0,0,262,1071,613,613,0,799,458,8
Carter Wall,17200,G,HOUSTON,14,100.0,0,182,80.8,74.6,82.4,1,15,487,100.0,100.0,98.2,5,17,1,1066,21,264,0,1066,504,504,337,444,562,0
Alfredo Morales,19439,G,TEXAS TECH,13,100.0,0,315,75.3,77.6,77.8,6,20,662,100.2,100.1,97.7,6,28,2,1066,0,1065,0,1066,693,692,1,0,373,0
Gunnar Eklund,16712,G,WASH STATE,13,100.0,0,341,81.5,89.6,79.5,7,11,805,100.0,100.0,98.3,3,23,5,1064,0,951,113,1064,830,830,0,0,234,0
Cole Madison,46953,T,WASH STATE,13,100.0,0,341,78.1,84.0,69.5,4,28,805,100.0,100.0,97.4,8,37,5,1064,0,0,0,1064,830,830,0,1064,234,0
Ross Pierschbacher,46815,G,ALABAMA,15,100.0,2,103,80.1,72.7,83.9,7,10,487,100.0,100.0,98.3,7,17,0,1062,0,1049,12,1062,509,509,0,1,553,0
Eduardo Middleton,46652,G,WASH STATE,13,100.0,0,341,83.9,87.3,83.8,2,13,803,100.0,100.0,98.8,1,17,2,1059,0,113,0,1059,828,828,946,0,231,0
Andrew Ness,16416,C,N ILLINOIS,14,100.0,0,254,76.5,79.7,74.8,1,7,474,100.0,100.0,98.9,3,9,1,1048,1048,0,0,1048,490,490,0,0,558,0
Levon Myers,46358,T,N ILLINOIS,14,100.0,0,254,80.2,78.2,75.7,4,11,474,100.0,100.0,97.6,3,19,4,1048,0,0,1048,1048,490,490,0,0,558,0
Aidan Conlon,16489,G,N ILLINOIS,14,100.0,0,254,89.0,90.4,88.8,1,5,474,100.0,100.0,99.4,4,6,0,1048,0,1048,0,1048,490,490,0,0,558,0
Mitch Hyatt,46233,T,CLEMSON,15,100.0,0,140,74.4,67.2,77.9,3,22,529,100.0,100.0,97.3,6,27,2,1047,0,0,1042,1047,557,557,0,0,490,4
Alphonse Taylor,34786,G,ALABAMA,15,100.0,1,103,78.5,62.4,83.6,2,13,482,100.0,100.0,98.0,7,17,2,1045,0,0,0,1045,504,504,1045,0,541,0
Tim McAuliffe,45569,C,BOWL GREEN,13,100.0,0,122,79.7,78.2,83.0,1,14,591,100.0,100.0,98.6,8,16,1,1045,1045,0,0,1045,624,624,0,0,421,0
Cam Robinson,11789,T,ALABAMA,15,100.0,2,103,76.9,75.0,78.1,2,8,484,100.0,100.0,97.5,12,17,7,1042,0,0,1035,1042,506,506,0,5,536,2
Tanner Stone,46619,G,DUKE,13,100.0,0,154,77.4,75.3,78.9,2,9,534,100.0,100.0,98.2,4,15,4,1035,0,0,0,1035,570,570,1035,0,465,0
Matt Skura,11102,C,DUKE,13,100.0,0,154,92.2,83.4,93.3,5,9,531,100.0,100.0,98.7,1,14,0,1033,1033,0,0,1033,567,567,0,0,466,0
Ryan Leahy,46809,G,CINCINNATI,13,100.0,0,138,73.9,72.8,75.8,3,20,574,100.0,100.0,97.5,7,26,3,1033,0,488,0,1033,610,610,545,0,423,0
Le'Raven Clark,10716,T,TEXAS TECH,13,100.0,1,315,87.9,83.6,86.9,2,21,642,100.2,100.1,97.9,6,25,2,1031,0,0,1008,1031,674,673,0,0,357,20
Spencer Drango,10802,T,BAYLOR,13,100.0,1,118,92.0,88.6,90.9,2,4,404,100.0,100.0,99.3,6,6,0,1029,0,0,970,1029,430,430,0,0,599,59
Dominick Jackson,11089,T,ALABAMA,14,100.0,2,103,82.8,75.4,82.6,2,15,472,100.0,100.0,97.8,8,19,2,1023,0,0,0,1023,493,493,0,1017,530,6
Alex Huettel,17236,G,BOWL GREEN,14,100.0,1,122,84.7,81.4,90.3,3,4,577,100.0,100.0,98.9,9,10,3,1021,0,0,0,1021,608,608,1021,0,413,0
Marcus Henry,11228,C,BOISE ST,13,100.0,0,120,85.7,75.4,90.5,3,14,575,100.0,100.0,98.0,3,20,3,1019,1019,0,0,1019,596,596,0,0,423,0
Marquis Lucas,10970,T,W VIRGINIA,13,100.0,0,343,79.5,77.5,76.5,1,19,467,100.0,100.0,97.6,4,21,1,1018,0,0,458,1018,493,493,0,560,525,0
Kyle Fuller,11998,C,BAYLOR,13,100.0,0,118,80.5,81.7,81.1,1,4,396,100.0,100.0,98.9,6,7,2,1013,1013,0,0,1013,422,422,0,0,591,0
Steven Baggett,46689,G,BOISE ST,13,100.0,0,120,76.2,82.7,73.7,2,5,575,100.0,100.0,99.2,1,8,1,1012,0,0,0,1012,596,596,1010,2,416,0
Cameron Tom,12227,C,SO MISS,14,100.0,0,296,84.7,75.7,87.9,5,7,551,100.0,100.0,98.4,2,15,3,1011,1011,0,0,1011,579,579,0,0,432,0
Orlando Brown Jr.,46227,T,OKLAHOMA,13,100.0,2,261,77.7,78.0,80.0,1,13,521,100.0,100.0,97.7,12,19,5,1008,0,0,1008,1008,543,543,0,0,465,0
Casey Blaser,46988,T,DUKE,13,100.0,0,154,77.3,75.9,73.5,3,15,521,100.0,100.0,98.1,1,19,1,1006,0,0,0,1006,556,556,0,1006,450,0
Parker Ehinger,10739,T,CINCINNATI,13,100.0,0,138,76.9,79.7,73.8,8,13,560,100.0,100.0,97.6,6,24,3,1006,0,0,1005,1006,595,595,0,0,411,0
Ryan Kelly,10652,C,ALABAMA,15,100.0,0,103,83.6,83.2,81.4,4,6,465,100.0,100.0,98.9,0,10,0,1006,1006,0,0,1006,487,487,0,0,519,0
Forrest Lamp,11793,T,W KENTUCKY,14,100.0,0,346,92.4,88.2,92.1,6,8,575,100.0,100.0,98.6,5,15,1,1005,0,0,1003,1005,596,596,0,0,409,0
Max Halpin,22016,C,W KENTUCKY,14,100.0,1,346,76.6,76.7,76.0,7,16,575,100.0,100.0,98.0,2,23,0,1005,1005,0,0,1005,596,596,0,0,409,0
Brandon Ray,46079,G,W KENTUCKY,14,100.0,1,346,78.9,68.7,82.4,3,18,575,100.0,100.0,97.8,5,23,2,1004,0,1004,0,1004,596,596,0,0,408,0
Stephane Nembot,11097,T,COLORADO,13,100.0,1,143,76.6,69.9,77.7,5,23,539,100.0,100.0,96.7,5,32,4,1004,0,0,647,1004,562,562,0,343,442,14
Lucas Patrick,11435,G,DUKE,13,100.0,0,154,86.0,81.2,88.3,3,5,515,100.0,100.0,98.8,5,10,2,1000,0,1000,0,1000,550,550,0,0,450,0
Lene Maiava,11287,T,ARIZONA,13,100.0,1,109,87.0,66.6,92.7,1,22,529,100.2,100.2,97.1,6,27,4,998,0,0,0,998,553,552,0,998,445,0
Gabe Brandner,46372,T,DUKE,13,100.0,0,154,67.9,67.4,70.9,5,21,519,100.0,100.0,97.1,7,28,2,995,0,0,994,995,553,553,0,0,442,1
Tyler Orlosky,12256,C,W VIRGINIA,13,100.0,0,343,90.1,89.2,89.9,1,4,460,100.0,100.0,99.2,2,6,1,995,995,0,0,995,486,486,0,0,509,0
Blake Muir,11276,G,BAYLOR,13,100.0,0,118,83.3,80.9,83.3,1,7,384,100.0,100.0,98.7,3,9,1,993,0,772,7,993,411,411,0,213,582,0
Justin Murray,11022,T,CINCINNATI,13,100.0,2,138,84.7,80.3,80.0,2,14,560,100.0,100.0,98.2,2,18,2,993,0,0,0,993,593,593,0,993,400,0
Alex Kelley,21950,C,COLORADO,13,100.0,0,143,73.9,70.5,74.5,3,16,532,100.0,100.0,97.3,2,24,5,993,993,0,0,993,555,555,0,0,438,0
Michael Selby,22906,C,MARSHALL,13,100.0,0,214,79.6,65.8,85.4,2,16,509,100.0,100.0,98.2,8,18,0,990,990,0,0,990,538,538,0,0,452,0
Dominic Granado,39007,C,CAL,13,100.0,1,130,72.4,72.2,72.3,4,20,578,100.0,100.0,96.9,2,30,6,984,984,0,0,984,618,618,0,0,366,0
Jordan Rigsbee,11381,G,CAL,13,100.0,0,130,71.6,78.0,72.5,3,21,577,100.0,100.0,97.7,8,25,1,983,0,1,0,983,616,616,975,0,367,0
Dylan Utter,23411,G,NEBRASKA,13,100.0,0,238,73.6,66.4,74.8,3,19,493,100.2,100.2,97.4,4,24,2,983,0,983,0,983,524,523,0,0,459,0
Alex Lewis,10764,T,NEBRASKA,13,100.0,1,238,77.5,83.0,75.0,5,15,493,100.2,100.2,98.0,9,20,0,982,0,0,982,982,524,523,0,0,458,0
Joe Gore,11088,T,CLEMSON,15,100.0,0,140,77.5,67.0,77.8,5,15,494,100.0,100.0,97.8,1,21,1,979,0,0,9,979,521,521,0,969,458,1
Sandley Jean-Felix,28937,T,MARSHALL,13,100.0,0,214,69.4,78.5,68.5,0,13,504,100.0,100.0,98.1,10,16,3,977,0,0,977,977,533,533,0,0,444,0
Max Scharping,46961,G,N ILLINOIS,14,100.0,0,254,90.3,88.1,88.9,1,5,445,100.0,100.0,98.4,2,10,4,977,0,0,0,977,459,459,531,446,518,0
Drew Kyser,37099,C,MEMPHIS,13,100.0,0,218,70.6,76.0,67.3,2,10,479,99.6,99.6,98.1,2,15,3,976,976,0,0,976,490,492,0,0,486,0
Mike Matthews,11065,C,TEXAS A&M,13,100.0,0,312,83.6,87.4,79.7,1,7,540,100.0,100.0,99.3,1,8,0,973,973,0,0,973,562,562,0,0,411,0
Germain Ifedi,10665,T,TEXAS A&M,13,100.0,1,312,73.6,72.7,78.5,3,17,540,100.0,100.0,97.2,11,25,5,973,0,0,4,973,562,562,0,969,411,0
Avery Gennesy,38837,T,TEXAS A&M,13,99.9,1,312,70.9,75.1,71.1,4,20,539,99.8,99.8,97.0,8,28,4,972,0,0,962,973,561,562,0,0,411,11
Dion Dawkins,11818,T,TEMPLE,14,100.0,2,306,79.3,74.3,78.2,6,9,482,100.0,100.0,97.8,5,18,3,972,0,0,972,972,519,519,0,0,453,0
Shahbaz Ahmed,11292,G,TEMPLE,14,100.0,1,306,56.2,39.0,59.8,9,29,480,100.0,100.0,95.8,5,39,1,971,0,971,0,971,517,517,0,0,454,0
Jordan Rose,46975,T,IDAHO,12,100.0,4,185,73.7,78.7,77.2,3,20,548,100.0,100.0,97.5,11,25,2,969,0,66,302,969,571,571,119,482,398,0
Donavon Clark,10858,G,MICH STATE,14,100.0,1,223,77.2,71.7,78.9,2,16,450,100.0,100.0,97.8,6,19,1,969,0,0,0,969,476,476,568,390,493,11
Chris Borrayo,46019,G,CAL,13,100.0,0,130,87.6,84.4,89.7,1,15,576,100.0,100.0,98.6,1,16,0,968,0,968,0,968,616,616,0,0,352,0
Steven Matlock,45559,C,IDAHO,12,99.9,0,185,71.0,80.7,65.3,3,10,548,100.0,100.0,98.4,4,15,2,968,969,0,0,969,571,571,0,0,397,0
Cayman Bundage,16988,C,ARIZONA,13,100.0,1,109,77.7,75.1,78.7,0,8,512,100.2,100.2,98.8,8,10,2,966,966,0,0,966,536,535,0,0,430,0
William McGehee,16708,T,ARIZONA ST,13,100.0,0,110,72.8,74.9,69.5,3,20,531,100.0,100.0,96.1,1,32,9,966,0,0,1,966,547,547,0,962,419,2
Brad Lundblade,45578,C,OKLA STATE,13,100.0,0,262,68.8,74.9,65.8,1,12,572,100.0,100.0,98.0,3,18,5,965,965,0,0,965,593,593,0,0,372,0
Victor Salako,46319,T,OKLA STATE,13,100.0,1,262,75.7,70.0,81.6,4,19,572,100.0,100.0,97.8,9,24,1,965,0,1,963,965,593,593,0,0,372,1
Daniel Stephens,23173,C,MIDDLE TN,13,100.0,0,224,88.2,80.4,90.4,3,12,505,100.0,100.0,98.3,3,16,1,963,563,0,0,963,523,523,400,0,440,0
Mike McQueen,10996,T,OHIO,13,100.0,1,259,73.0,78.2,70.8,3,14,464,100.0,100.0,97.5,5,20,3,962,0,55,907,962,494,494,0,0,468,0
Mason Woods,46791,G,IDAHO,12,100.0,2,185,77.4,79.5,78.1,3,12,542,100.0,100.0,97.9,7,19,4,962,0,302,65,962,565,565,476,119,397,0
Zachary Crabtree,46920,T,OKLA STATE,13,100.0,0,262,72.7,65.0,73.1,5,26,570,100.0,100.0,96.6,0,35,4,962,0,0,0,962,591,591,0,962,371,0
Dallas Sandberg,17366,G,IDAHO,12,100.0,0,185,83.0,71.6,87.0,4,16,543,100.0,100.0,97.6,1,23,3,961,0,590,0,961,566,566,371,0,395,0
Caleb Benenoch,10782,T,UCLA,13,100.0,2,324,77.1,73.0,86.3,7,22,508,100.0,100.0,96.8,13,31,2,959,0,0,0,959,536,536,344,615,423,0
Michael Deiter,38554,G,WISCONSIN,13,100.0,1,349,73.3,64.6,75.1,8,14,451,100.0,100.0,96.9,5,25,3,958,491,467,0,958,473,473,0,0,485,0
Steven Moore,12296,T,CAL,13,100.0,0,130,73.8,70.9,72.4,5,25,570,100.0,100.0,96.7,3,34,4,957,0,0,0,957,610,610,0,955,347,2
Baylen Brown,46182,T,TEXAS TECH,12,100.0,0,315,70.5,67.9,69.2,2,25,588,100.2,100.2,97.7,5,27,0,956,0,0,50,956,616,615,318,587,340,0
Tyler Johnstone,10990,T,OREGON,13,99.9,0,264,75.6,72.3,72.9,2,24,437,100.0,100.0,96.1,2,30,4,956,0,0,956,957,453,453,0,0,503,1
Eric Gallo,41666,C,VA TECH,13,100.0,0,337,71.1,73.0,70.2,1,16,450,100.0,100.0,97.2,4,21,4,954,954,0,0,954,478,478,0,0,476,0
Sevrin Remmo,17653,T,AIR FORCE,14,99.9,0,101,82.1,83.4,79.4,0,3,176,99.4,99.5,99.1,3,3,0,953,0,0,11,954,184,185,0,881,769,60
A.J. Ruechel,17720,G,AIR FORCE,14,100.0,0,101,91.1,71.9,90.5,0,4,176,100.0,100.0,98.9,3,4,0,953,0,0,0,953,184,184,953,0,769,0
Jake Brendel,11117,C,UCLA,13,100.0,1,324,78.6,74.2,80.5,6,14,511,100.0,100.0,98.0,5,20,0,953,953,0,0,953,540,540,0,0,413,0
Brady Foltz,19348,G,TCU,12,100.0,2,305,79.0,87.9,76.9,1,4,519,100.0,100.0,99.1,5,7,2,952,0,112,0,952,556,556,840,0,396,0
Isaac Asiata,11919,G,UTAH,13,100.0,0,328,86.9,72.7,89.1,4,11,418,100.0,100.0,97.7,2,17,2,951,0,951,0,951,446,446,0,0,505,0
Derek Edwards,46880,T,C MICHIGAN,13,100.0,1,134,59.3,58.5,62.6,5,32,547,100.0,100.0,95.2,7,45,8,950,0,0,11,950,576,576,0,934,374,5
Fred Zerblis,46680,G,COLO STATE,13,100.0,0,144,86.7,89.2,86.9,3,2,420,100.0,100.0,99.4,5,5,0,948,0,0,0,948,443,443,948,0,505,0
Sam Carlson,11324,T,COLO STATE,13,100.0,1,144,86.7,77.7,88.1,7,9,419,100.0,100.0,97.9,4,17,1,948,0,0,2,948,442,442,0,946,506,0
J.J. Dielman,11931,T,UTAH,13,100.0,0,328,87.9,77.3,90.0,2,12,417,100.0,100.0,97.6,3,17,3,947,0,0,0,947,445,445,0,946,502,0
Sebastian Johansson,10989,G,MARSHALL,13,100.0,0,214,87.7,83.9,88.9,3,3,490,100.0,100.0,99.0,1,8,2,947,0,947,0,947,519,519,0,0,428,0
Nick Beamish,16436,C,C MICHIGAN,13,100.0,1,134,75.3,88.7,72.0,1,12,547,100.0,100.0,98.8,6,13,0,946,946,0,0,946,576,576,0,0,370,0
Austin Blythe,10882,C,IOWA,14,100.0,0,192,94.4,80.0,95.4,2,12,435,100.0,100.0,97.9,3,16,2,943,943,0,0,943,463,463,0,0,480,0
Jarell Broxton,11092,G,BAYLOR,13,100.0,0,118,90.1,90.9,91.7,1,0,360,100.0,100.0,99.9,10,1,0,941,0,82,0,941,386,386,859,0,555,0
Johnny Caspers,46828,G,STANFORD,14,100.0,0,300,89.0,83.2,89.2,0,9,355,100.0,100.0,98.7,1,9,0,941,51,0,0,941,380,380,890,0,561,0
Michael Wilson,13099,G,OKLA STATE,13,100.0,1,262,70.0,72.5,67.5,5,10,556,100.0,100.0,98.3,5,17,2,940,0,939,0,940,576,576,0,0,364,1
Matt Hegarty,18996,C,OREGON,13,100.0,0,264,75.7,70.5,77.0,0,17,426,100.0,100.0,97.1,4,21,4,939,939,0,0,939,441,441,0,0,498,0
Kwayde Miller,12205,T,S DIEGO ST,14,100.0,2,284,73.6,57.8,76.4,2,13,296,100.0,100.0,96.1,7,19,4,938,0,0,937,938,304,304,0,0,634,1
Arthur Flores,21944,C,S DIEGO ST,14,100.0,0,284,77.0,83.9,73.1,2,2,296,100.0,100.0,98.6,1,6,2,938,938,0,0,938,304,304,0,0,634,0
Jordan Roos,12266,G,PURDUE,12,100.0,2,273,70.4,66.1,72.2,4,17,557,100.0,100.0,97.8,4,23,2,937,0,9,0,937,580,580,858,70,357,0
Kyler Kerbyson,11457,T,TENNESSEE,13,100.0,1,307,80.0,79.5,81.1,1,14,416,100.0,100.0,97.2,7,19,4,937,0,0,934,937,429,429,0,0,508,3
Joshua Garnett,10662,G,STANFORD,14,100.0,0,300,95.6,79.7,96.3,7,4,354,100.0,100.0,97.6,4,14,3,936,0,933,0,936,379,379,0,0,557,3
Mario Yakoo,46895,T,BOISE ST,12,100.0,0,120,77.8,75.0,79.3,3,11,546,100.0,100.0,98.2,4,17,3,935,0,151,0,935,565,565,0,776,370,8
Jamison Lalk,10968,C,IOWA STATE,12,100.0,0,193,86.3,88.5,84.0,1,7,483,100.0,100.0,99.2,1,8,0,935,935,0,0,935,504,504,0,0,431,0
Austin Doan,26135,G,C MICHIGAN,13,100.0,0,134,62.4,62.7,64.1,2,28,538,100.0,100.0,97.0,3,31,1,935,4,931,0,935,566,566,0,0,369,0
Nate Velichko,46855,T,S JOSE ST,13,100.0,2,285,75.2,73.8,76.3,1,23,469,100.0,100.0,97.0,7,26,2,935,0,0,34,935,487,487,0,901,448,0
Anthony McMeans,45590,C,NEW MEX ST,12,100.0,2,242,84.4,84.4,90.1,0,6,539,100.0,100.0,98.9,12,9,3,934,934,0,0,934,566,566,0,0,368,0
Andy Cunningham,16949,T,NEW MEX ST,12,100.0,0,242,66.1,62.9,71.0,7,30,539,100.0,100.0,95.8,7,41,4,934,0,0,0,934,566,566,0,933,368,1
Houston Clemente,16723,T,NEW MEX ST,12,100.0,0,242,72.2,76.7,66.7,5,15,539,100.0,100.0,96.8,1,27,7,934,0,0,933,934,566,566,0,0,368,1
Wyatt Teller,46131,G,VA TECH,13,100.0,0,337,91.1,70.6,96.2,3,13,442,100.0,100.0,97.5,8,19,3,933,0,933,0,933,470,470,0,0,463,0
Jeremiah Kolone,46167,G,S JOSE ST,13,100.0,0,285,83.2,77.8,84.9,1,13,472,100.0,100.0,98.3,2,15,1,933,15,918,0,933,490,490,0,0,443,0
Robert Kugler,10967,C,PURDUE,12,100.0,0,273,80.4,89.8,75.2,1,7,555,100.0,100.0,99.3,2,8,0,933,933,0,0,933,577,577,0,0,356,0
Evan Goodman,12275,T,ARIZONA ST,13,99.9,0,110,71.6,72.6,72.6,3,15,507,99.8,99.8,97.0,9,24,6,932,0,0,932,933,523,524,0,0,409,0
Tyrell Crosby,38897,T,OREGON,13,100.0,3,264,90.3,75.3,92.0,1,15,425,100.0,100.0,97.4,10,19,3,932,0,0,41,932,438,438,0,888,494,3
Wes Schweitzer,10829,T,S JOSE ST,13,100.0,0,285,89.9,83.3,88.5,4,8,468,100.0,100.0,97.9,1,16,4,931,0,0,898,931,486,486,0,0,445,32
Tony Adams,46610,G,NC STATE,13,100.0,0,248,84.0,78.0,85.2,4,10,473,100.0,100.0,98.3,2,15,1,930,10,0,1,930,487,487,919,0,443,0
Maurquice Shakir,12084,T,MIDDLE TN,13,100.0,0,224,69.2,77.1,61.6,6,12,505,100.0,100.0,97.8,2,20,2,930,0,0,0,930,521,521,0,926,409,4
Drake Miller,25278,T,BALL ST,12,100.0,0,117,77.4,80.6,73.9,3,11,492,100.0,100.0,98.0,4,17,3,930,0,0,477,930,520,520,0,452,410,1
Chris Gonzalez,46682,G,S JOSE ST,13,100.0,0,285,77.9,80.2,78.1,0,9,469,100.0,100.0,98.2,4,13,4,930,0,0,0,930,487,487,930,0,443,0
Abram Holland,46721,G,NEW MEX ST,12,100.0,0,242,81.5,86.8,81.7,2,8,534,100.0,100.0,98.9,6,11,1,929,0,246,0,929,561,561,683,0,368,0
Coleman Thomas,30136,C,TENNESSEE,13,100.0,0,307,68.3,68.6,67.7,1,17,411,100.0,100.0,97.3,5,20,2,929,899,0,0,929,424,424,0,30,505,0
Jacob Richard,17669,C,BALL ST,12,100.0,0,117,83.5,88.9,81.0,1,5,492,100.0,100.0,99.4,3,6,0,929,929,0,0,929,520,520,0,0,409,0
Michael Boland,46699,G,UMASS,12,100.0,1,216,78.2,83.4,82.0,3,12,563,100.0,100.0,98.3,4,17,2,926,0,0,3,926,593,593,854,69,333,0
Ryne Reeves,18677,C,NEBRASKA,13,100.0,0,238,76.1,85.0,72.1,2,6,480,100.2,100.2,99.0,3,9,1,926,926,0,0,926,510,509,0,0,416,0
Keoni Taylor,26853,C,S JOSE ST,13,100.0,0,285,74.1,72.0,72.2,4,7,469,100.0,100.0,97.8,2,16,5,925,925,0,0,925,487,487,0,0,438,0
Nico Siragusa,11877,G,S DIEGO ST,14,100.0,0,284,82.8,78.9,80.8,2,6,285,100.0,100.0,98.2,1,9,1,924,0,924,0,924,293,293,0,0,631,0
Tommy Brown,20827,G,AKRON,13,100.0,0,102,72.7,62.9,73.6,4,10,401,100.0,100.0,97.8,2,16,2,923,0,317,0,923,425,425,605,1,498,0
Mikingson Marsaille,18004,G,FAU,12,100.0,0,165,87.3,75.1,89.7,2,9,451,100.2,100.2,98.1,3,14,3,923,0,921,1,923,475,474,0,0,448,1
Joe Thuney,10712,T,NC STATE,13,100.0,2,248,92.2,92.3,92.5,1,4,471,100.0,100.0,99.0,7,7,2,922,0,29,888,922,485,485,0,0,437,4
Dillon DeBoer,12036,C,FAU,12,100.0,0,165,70.8,69.3,71.3,2,11,451,100.2,100.2,98.1,3,15,2,922,854,0,0,922,475,474,1,66,447,1
Casey Tucker,46376,T,STANFORD,14,100.0,1,300,74.5,65.1,75.8,3,23,351,100.0,100.0,95.4,5,29,3,921,0,0,0,921,375,375,0,911,546,10
Tyler Marz,11329,T,WISCONSIN,13,100.0,1,349,84.8,75.4,84.8,2,14,441,100.0,100.0,97.3,3,20,4,921,0,0,921,921,463,463,0,0,458,0
Augie Conte,46667,G,VA TECH,13,100.0,0,337,74.9,66.0,76.5,4,16,437,100.0,100.0,96.8,2,24,4,921,0,0,0,921,465,465,921,0,456,0
Jon Heck,46979,T,N CAROLINA,14,100.0,0,245,79.2,81.5,77.9,3,12,444,100.0,100.0,97.9,8,17,2,920,0,0,38,920,468,468,0,874,452,8
Jordan Walsh,11471,G,IOWA,14,100.0,0,192,86.1,78.6,89.4,3,16,420,100.0,100.0,97.7,6,19,0,919,0,0,0,919,448,448,919,0,471,0
Taylor Moton,11819,G,W MICHIGAN,13,100.0,1,347,92.0,77.4,94.8,3,6,448,100.0,100.0,98.8,4,10,1,919,0,0,2,919,473,473,891,2,446,24
Austin Corbett,46290,T,NEVADA,13,100.0,1,239,85.9,77.3,85.6,4,8,368,100.0,100.0,97.3,6,16,4,919,0,0,919,919,387,387,0,0,532,0
Quinton Schooley,10895,C,NC STATE,13,100.0,1,248,79.4,77.4,78.9,5,10,470,100.0,100.0,98.0,2,17,2,918,917,0,0,918,484,484,0,0,434,1
Chukwuma Okorafor,46302,T,W MICHIGAN,13,100.0,3,347,73.0,61.9,82.3,8,13,448,100.0,100.0,97.0,14,24,3,916,0,0,0,916,473,473,0,916,443,0
