player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jordan Murray,46347,T,N TEXAS,14,100.0,0,251,59.1,53.8,64.0,12,29,566,100.0,100.0,95.1,8,48,7,1033,0,0,1026,1033,601,601,0,0,432,4
Nico Falah,45599,C,USC,14,100.0,0,326,69.1,75.6,64.3,3,14,546,100.0,100.0,98.1,0,19,2,1031,1031,0,0,1031,565,565,0,0,466,0
Isaac Mcclain,59928,T,NEW MEX ST,13,100.0,1,242,59.7,64.4,56.8,5,39,692,100.0,100.0,96.2,5,48,4,1027,0,0,0,1027,715,715,0,1025,312,0
Brian Trujillo,36927,G,NEW MEX ST,13,100.0,1,242,63.6,74.7,56.9,3,23,692,100.0,100.0,97.7,7,29,3,1027,169,856,0,1027,715,715,0,0,312,0
Brandon Walton,41533,T,FAU,14,99.9,2,165,60.5,74.2,56.3,1,11,405,100.0,99.8,98.3,6,13,1,1019,0,0,0,1020,435,436,5,1010,584,2
Cole Madison,46953,T,WASH STATE,13,100.0,0,341,86.4,91.1,76.6,3,15,776,100.0,100.0,98.3,5,22,4,1018,0,0,0,1018,798,798,0,1018,220,0
Jakobi Smith,46779,G,FAU,14,100.0,0,165,79.1,79.3,79.2,0,8,403,100.0,100.0,99.0,3,8,0,1015,0,0,1,1015,434,434,1011,0,581,0
Ezra Cleveland,41973,T,BOISE ST,14,100.0,0,120,73.5,81.3,66.1,4,9,517,100.0,100.0,97.6,2,19,6,1008,0,0,1000,1008,540,540,0,0,468,7
Sam Jones,38935,G,ARIZONA ST,13,100.0,1,110,68.0,79.8,64.5,1,12,511,100.0,100.0,98.5,2,14,1,1005,0,1001,0,1005,536,536,0,0,469,1
Antonyo Woods,28275,C,FAU,14,99.9,0,165,79.1,70.5,79.8,3,3,402,100.0,99.8,99.3,5,6,0,1004,1001,0,0,1005,432,433,0,0,572,1
Reggie Bain,28501,T,FAU,14,100.0,2,165,73.3,76.6,70.9,4,10,401,100.0,100.0,98.0,7,15,1,1003,0,1,999,1003,432,432,0,0,571,0
Chris Brown,46037,G,USC,14,99.9,0,326,70.7,60.4,72.0,2,17,536,100.0,99.8,97.5,1,23,4,1001,0,1001,0,1002,554,555,0,0,447,0
Tyler Jones,46378,T,NC STATE,13,99.8,1,248,77.0,85.3,69.7,3,10,508,99.6,99.6,98.5,4,14,1,1001,0,4,997,1003,535,537,0,0,466,1
Terence Steele,39461,T,TEXAS TECH,13,99.8,0,315,70.1,78.5,61.5,2,19,580,99.7,99.7,97.8,1,23,2,1001,0,0,3,1003,611,613,0,997,390,2
Paul Stawarz,39470,C,TEXAS TECH,13,100.0,2,315,56.7,71.4,51.3,1,25,581,100.0,100.0,97.1,9,30,4,1000,1000,0,0,1000,612,612,0,0,388,0
Jack Anderson,60130,G,TEXAS TECH,13,100.0,0,315,69.3,77.8,64.3,3,10,581,100.0,100.0,98.4,0,16,3,1000,0,0,0,1000,612,612,1000,0,388,0
Garrett Bradbury,46013,C,NC STATE,13,100.0,2,248,80.6,82.5,78.2,2,9,509,100.0,100.0,98.7,4,12,1,998,997,0,0,998,536,536,0,0,462,0
Austin Davis,39377,C,DUKE,13,100.0,0,154,69.4,80.1,63.9,0,9,514,100.0,100.0,99.1,1,9,0,997,997,0,0,997,542,542,0,0,455,0
Brad North,29604,C,NWESTERN,13,100.0,0,256,66.7,72.6,62.0,3,15,510,100.0,100.0,97.3,3,23,5,996,996,0,0,996,533,533,0,0,463,0
Madison Akamnonu,46971,G,TEXAS TECH,13,99.9,0,315,68.1,84.2,60.3,2,9,580,99.8,99.8,98.5,1,14,3,996,0,861,135,997,611,612,0,0,385,0
Jacob Still,41563,C,ARK STATE,12,100.0,1,113,58.0,60.1,58.0,2,14,574,100.0,100.0,98.1,8,19,3,996,996,0,0,996,604,604,0,0,392,0
Jake Bennett,27100,C,COLO STATE,13,100.0,2,144,69.7,67.0,69.1,7,6,483,100.0,100.0,98.0,6,16,3,991,990,0,0,991,514,514,0,0,477,0
Zack Golditch,46885,T,COLO STATE,13,100.0,0,144,83.2,79.9,78.9,4,6,481,100.0,100.0,98.8,3,11,1,991,0,0,485,991,512,512,0,502,479,3
Lanard Bonner,21863,T,ARK STATE,12,100.0,1,113,70.3,72.7,67.7,2,20,572,100.0,100.0,97.4,4,26,4,991,0,0,0,991,602,602,0,991,389,0
Cody O'Connell,46154,G,WASH STATE,13,100.0,0,341,81.5,92.0,77.9,2,7,759,100.0,100.0,99.1,1,11,2,989,0,982,7,989,780,780,0,0,209,0
A.J. McCollum,41808,C,ARIZONA ST,13,100.0,0,110,78.3,76.9,79.5,7,10,505,100.0,100.0,97.5,4,21,4,988,988,0,0,988,530,530,0,0,458,0
Jackson Barton,46978,T,UTAH,13,100.0,1,328,72.0,82.1,62.3,3,14,508,100.0,100.0,98.1,3,18,1,985,0,0,977,985,553,553,0,0,432,4
Jimmie Sims,46991,T,W KENTUCKY,13,100.0,1,346,48.4,50.2,49.6,4,37,622,100.0,100.0,95.3,9,50,9,985,0,1,981,985,649,649,0,1,336,2
Aaron Cochran,28151,T,OKLA STATE,13,100.0,0,262,62.5,63.2,58.8,4,27,534,100.0,100.0,96.3,1,35,4,985,0,0,985,985,569,569,0,0,416,0
Chris Lindstrom,46692,T,BOSTON COL,13,100.0,1,121,78.9,75.2,77.7,0,13,414,100.0,100.0,97.7,2,16,3,984,0,0,0,984,428,428,159,809,556,1
Dennis Edwards,46624,C,W KENTUCKY,13,100.0,0,346,68.1,85.9,61.0,3,5,622,100.0,100.0,98.9,6,11,3,983,983,0,0,983,648,648,0,0,335,0
Brandon Ray,46079,G,W KENTUCKY,13,100.0,0,346,69.6,76.6,65.8,3,15,622,100.0,100.0,98.2,1,20,2,983,0,983,0,983,648,648,0,0,335,0
Aaron Monteiro,25693,T,BOSTON COL,13,99.9,1,121,55.5,65.2,53.7,6,23,405,99.8,99.8,96.2,6,30,1,982,0,0,979,983,419,420,0,0,563,3
Austin Golson,46212,T,AUBURN,14,99.7,0,115,68.5,94.5,59.1,1,12,446,99.3,99.4,98.1,3,15,2,982,264,58,346,985,463,466,57,246,519,9
Braden Smith,46794,G,AUBURN,14,99.6,0,115,82.3,90.3,79.7,0,3,445,99.1,99.1,99.0,0,6,3,982,0,1,0,986,462,466,875,1,520,108
Tommy Doles,46702,G,NWESTERN,13,100.0,0,256,69.0,76.7,65.4,2,18,505,100.0,100.0,97.8,4,21,1,981,0,0,0,981,528,528,981,0,453,0
Jeremi Hall,46177,G,USF,12,100.0,2,327,67.4,85.1,66.1,1,8,429,100.0,100.0,99.0,8,9,0,980,0,978,0,980,449,449,0,2,531,0
Roman Fernandez,28506,G,FAU,14,99.9,0,165,79.1,85.1,78.4,0,4,393,100.0,99.8,99.2,5,5,1,980,0,978,0,981,420,421,0,0,560,1
Cameron Ruff,27785,C,USF,12,100.0,0,327,63.3,67.9,63.2,3,12,429,100.0,100.0,98.3,5,15,0,980,813,0,0,980,449,449,167,0,531,0
Blake Hance,46301,T,NWESTERN,13,100.0,2,256,68.6,66.7,66.5,4,22,498,100.0,100.0,96.6,5,30,4,979,0,144,835,979,520,520,0,0,459,0
Brian Allen,46104,C,MICH STATE,13,100.0,0,223,81.3,84.7,80.7,2,8,487,100.0,100.0,99.0,4,10,0,977,962,2,0,977,520,520,13,0,457,0
Erick Wren,32654,C,OKLAHOMA,14,100.0,1,261,67.6,73.1,67.7,1,13,483,100.0,100.0,97.5,9,19,5,973,973,0,0,973,502,502,0,0,471,0
Lo Falemaka,26505,C,UTAH,13,100.0,1,328,65.3,63.6,65.0,5,14,505,100.0,100.0,97.7,4,21,2,972,972,0,0,972,550,550,0,0,422,0
Matt Jones,37327,C,W VIRGINIA,13,100.0,4,343,65.2,72.9,61.9,1,15,529,100.0,100.0,98.3,9,17,1,972,972,0,0,972,559,559,0,0,413,0
Kirk Barron,30032,C,PURDUE,13,100.0,1,273,69.9,82.5,65.5,3,14,549,100.0,100.0,98.1,2,19,2,972,972,0,0,972,579,579,0,0,393,0
Elijah Nkansah,46887,T,TOLEDO,14,100.0,0,316,68.9,77.7,61.5,4,12,458,100.0,100.0,98.3,3,16,0,971,9,16,945,971,487,487,0,0,484,0
Salesi Uhatafe,38924,G,UTAH,13,100.0,2,328,72.1,83.8,68.1,1,8,500,100.0,100.0,98.9,6,10,1,970,0,930,0,970,544,544,0,40,426,0
Wes Martin,46087,G,INDIANA,12,99.9,1,190,65.8,73.8,61.9,4,19,569,99.8,99.8,98.0,3,23,0,968,0,969,0,969,608,609,0,0,360,0
Evan Brown,38709,C,SMU,13,100.0,2,287,70.3,78.7,66.6,1,7,514,100.0,100.0,99.2,4,8,0,967,967,0,0,967,539,539,0,0,428,0
Brant Weiss,30687,T,TOLEDO,14,100.0,0,316,73.7,62.6,77.0,5,20,455,100.0,100.0,96.8,6,27,2,964,0,0,0,964,484,484,0,963,480,0
David Steinmetz,46936,T,PURDUE,13,100.0,1,273,64.3,69.2,58.7,4,30,549,100.0,100.0,96.0,2,39,5,964,0,0,0,964,579,579,0,964,385,0
Toa Lobendahn,45551,T,USC,13,100.0,0,326,68.1,67.6,68.6,3,18,511,100.0,100.0,97.0,6,26,5,962,0,0,949,962,528,528,0,0,434,13
Bobby Evans,36800,T,OKLAHOMA,14,100.0,1,261,86.2,84.3,85.0,2,8,480,100.0,100.0,98.5,5,12,2,961,0,0,1,961,499,499,0,950,462,10
Eric Mayes,46949,T,USF,12,100.0,1,327,64.0,77.2,56.4,2,12,420,100.0,100.0,97.6,7,17,3,959,0,2,950,959,440,440,0,0,519,7
Micah St. Andrew,46782,G,FRESNO ST,14,99.9,0,169,71.7,79.1,71.1,1,6,484,99.8,99.8,99.3,3,7,0,955,0,0,0,956,504,505,948,0,451,6
Darrin Paulo,37405,T,UTAH,13,100.0,0,328,72.0,69.1,68.3,7,21,489,100.0,100.0,96.9,1,29,1,955,0,0,0,955,533,533,0,944,422,8
Netane Muti,41339,G,FRESNO ST,14,100.0,0,169,81.0,83.5,80.5,4,6,485,100.0,100.0,99.0,4,10,0,955,0,948,0,955,504,504,0,0,451,6
Evan Lisle,46218,T,DUKE,13,100.0,0,154,68.4,67.4,65.5,3,21,497,100.0,100.0,96.8,3,28,4,954,0,0,0,954,521,521,0,954,433,0
Jordan Steckler,39044,G,N ILLINOIS,13,100.0,1,254,62.7,80.2,58.6,2,7,459,100.0,100.0,98.8,5,10,1,954,0,895,0,954,476,476,0,58,478,0
Max Scharping,46961,T,N ILLINOIS,13,100.0,1,254,85.9,94.0,77.8,1,4,459,100.0,100.0,99.5,3,5,0,954,0,0,952,954,476,476,0,0,478,1
Christian Cronk,46237,T,FRESNO ST,14,100.0,1,169,63.9,62.8,62.3,6,17,485,100.0,100.0,97.2,4,25,2,954,0,6,945,954,504,504,0,0,450,3
David Patterson,46970,T,FRESNO ST,14,100.0,0,169,65.7,68.0,62.0,8,19,485,100.0,100.0,97.0,4,28,1,954,0,0,9,954,504,504,0,945,450,0
Braxton Pfaff,46737,G,VA TECH,13,100.0,0,337,65.7,73.8,63.0,4,13,443,100.0,100.0,98.1,3,17,0,953,0,0,0,953,465,465,952,0,488,0
Scott Quessenberry,23918,C,UCLA,13,100.0,0,324,78.8,82.7,76.9,4,10,581,100.0,100.0,98.5,2,16,2,953,953,0,0,953,604,604,0,0,349,0
Michael Alves,41170,G,UCLA,13,100.0,0,324,70.6,72.6,69.4,1,15,581,100.0,100.0,98.1,1,19,3,953,0,30,0,953,604,604,923,0,349,0
Aaron Mitchell,46066,C,FRESNO ST,14,100.0,0,169,66.5,78.5,63.6,3,7,483,100.0,100.0,98.8,6,11,1,953,952,0,0,953,502,502,0,0,451,0
Wyatt Teller,46131,G,VA TECH,13,99.9,1,337,76.3,83.1,75.0,2,5,443,99.8,99.8,99.2,3,7,0,953,0,952,0,954,465,466,0,0,488,0
Orlando Brown Jr.,46227,T,OKLAHOMA,14,100.0,0,261,90.8,85.9,89.4,0,10,478,100.0,100.0,98.7,4,11,1,953,0,0,947,953,497,497,0,6,456,0
Andre James,47058,T,UCLA,13,99.9,0,324,76.1,80.1,79.4,1,16,580,99.8,99.8,98.2,10,19,2,952,0,0,1,953,603,604,30,921,349,0
Kolton Miller,47013,T,UCLA,13,99.8,0,324,79.3,81.4,74.3,9,8,579,99.7,99.7,98.2,2,19,2,951,0,0,950,953,602,604,0,0,349,1
Joe Noteboom,46249,T,TCU,14,99.9,0,305,77.0,91.6,66.7,1,10,486,100.0,99.8,98.5,4,13,2,951,0,1,946,952,507,508,0,0,444,2
Eric Gallo,41666,C,VA TECH,13,100.0,0,337,64.6,71.8,60.6,2,11,441,100.0,100.0,98.3,1,14,1,949,948,0,0,949,463,463,0,0,486,0
Kyle Chung,30756,T,VA TECH,13,100.0,0,337,58.7,57.8,58.7,6,23,440,100.0,100.0,96.2,5,31,2,947,0,0,0,947,462,462,0,934,485,13
Jake Benzinger,39255,T,WAKE,13,99.9,0,339,59.5,72.4,57.5,2,23,472,99.8,99.8,96.9,9,27,2,947,0,0,0,948,489,490,0,947,458,0
Drew Kyser,37099,C,MEMPHIS,13,100.0,0,218,69.0,78.8,65.9,1,11,510,100.0,100.0,98.6,5,13,1,946,946,0,0,946,540,540,0,0,406,0
Steven Miller,25508,G,ARIZONA ST,13,100.0,2,110,67.2,78.6,62.0,1,11,483,100.0,100.0,98.6,2,13,1,946,0,0,7,946,503,503,939,0,443,0
Dezmand Candelarie,46206,G,NEW MEX ST,12,100.0,0,242,61.8,63.8,61.8,3,22,635,100.0,100.0,97.4,4,29,4,946,0,0,0,946,655,655,944,0,291,0
Troy Elliott,41386,G,ARK STATE,12,100.0,0,113,60.8,59.4,59.2,5,21,554,100.0,100.0,97.3,1,28,2,945,0,0,0,945,583,583,945,0,362,0
Marcus Keyes,46187,G,OKLA STATE,13,100.0,0,262,75.0,78.6,72.4,0,8,513,100.0,100.0,98.8,0,10,2,945,0,945,0,945,547,547,0,0,398,0
Marcus Norman,46968,T,USF,12,100.0,0,327,75.4,72.4,74.2,0,15,414,100.0,100.0,97.0,4,20,5,945,0,0,2,945,434,434,0,941,511,2
Stewart Reese,41113,T,MISS STATE,13,100.0,0,227,53.2,61.0,55.3,7,12,370,100.0,100.0,96.9,9,21,2,943,0,0,0,943,393,393,0,943,550,0
Jake Hanson,28148,C,OREGON,13,100.0,0,264,67.2,70.3,66.7,0,14,358,100.0,100.0,98.0,8,14,0,943,943,0,0,943,379,379,0,0,564,0
Elgton Jenkins,46298,C,MISS STATE,13,100.0,0,227,66.0,61.4,66.7,0,8,370,100.0,100.0,98.9,5,8,0,942,942,0,0,942,393,393,0,0,549,0
Deion Calhoun,46676,G,MISS STATE,13,100.0,1,227,68.1,74.7,66.7,4,11,370,100.0,100.0,98.0,4,15,0,942,0,0,0,942,393,393,942,0,549,0
J.P. Quinn,26384,C,C MICHIGAN,13,100.0,0,134,66.6,78.5,61.0,4,11,512,100.0,100.0,98.5,3,15,0,941,683,1,0,941,537,537,256,0,404,0
Julian Good-Jones,36624,C,IOWA STATE,13,100.0,1,193,65.6,67.8,64.5,5,11,506,100.0,100.0,98.0,4,18,2,940,940,0,0,940,537,537,0,0,403,0
Matt Peart,46179,T,UCONN,12,99.5,0,146,76.0,80.1,68.7,0,13,496,99.0,99.1,97.9,3,17,4,940,0,0,915,945,532,537,0,0,408,27
Trevon Tate,46258,T,MEMPHIS,13,100.0,2,218,78.7,79.8,76.4,3,16,509,100.0,100.0,97.7,7,21,2,939,0,0,934,939,539,539,0,0,400,5
Shane Lemieux,28149,G,OREGON,13,100.0,0,264,66.3,83.8,63.8,1,4,356,100.0,100.0,97.9,5,10,5,939,0,939,0,939,377,377,0,0,562,0
Josh Knipfel,59756,G,IOWA STATE,13,100.0,0,193,64.3,78.1,58.4,6,12,504,100.0,100.0,98.2,1,18,0,938,0,0,0,938,535,535,938,0,403,0
Michael Deiter,38554,T,WISCONSIN,14,99.9,0,349,77.5,73.0,75.1,6,11,344,99.7,99.7,96.7,5,20,3,937,0,0,938,938,363,364,0,0,574,0
Calvin Throckmorton,28238,T,OREGON,13,100.0,0,264,73.5,89.5,71.5,0,9,354,100.0,100.0,98.7,7,9,0,937,0,0,0,937,375,375,266,667,562,4
Sosaia Mose,59947,C,N TEXAS,13,100.0,0,251,68.7,66.4,67.1,4,11,503,100.0,100.0,98.1,0,17,2,937,872,0,0,937,531,531,65,0,406,0
Gerard Kough,46110,G,COLORADO,12,100.0,0,143,57.7,71.8,54.0,1,14,475,100.0,100.0,97.8,7,18,3,936,0,936,0,936,496,496,0,0,440,0
John Phillips,39364,G,BOSTON COL,13,100.0,1,121,70.3,77.1,68.9,2,11,387,100.0,100.0,98.3,4,13,0,936,0,99,2,936,400,400,835,0,536,0
Arvin Fletcher,41722,G,SO MISS,13,100.0,1,296,57.2,75.0,50.9,3,10,466,100.0,100.0,98.0,2,16,3,935,0,934,0,935,488,488,0,0,447,0
Mason Hampton,26534,C,BOISE ST,13,100.0,0,120,61.9,69.0,56.5,4,11,491,100.0,100.0,98.3,1,16,1,935,935,0,0,935,514,514,0,0,421,0
Cohl Cabral,12740,T,ARIZONA ST,13,99.4,0,110,64.0,67.6,61.7,8,22,471,98.7,98.8,96.4,2,32,2,934,19,0,858,940,495,501,0,0,439,56
Devin Farrior,46646,C,SO MISS,13,100.0,1,296,67.5,81.8,62.4,2,3,466,100.0,100.0,99.5,4,5,0,934,934,0,0,934,488,488,0,0,446,0
Justin Herron,46271,T,WAKE,13,100.0,0,339,66.8,84.6,62.3,3,11,469,100.0,100.0,98.5,13,14,0,934,0,33,898,934,486,486,0,0,448,1
Ryan Anderson,46883,C,WAKE,13,100.0,0,339,75.7,88.0,71.4,1,3,469,100.0,100.0,99.6,3,4,0,934,930,0,0,934,485,485,0,4,449,0
Justin Falcinelli,38908,C,CLEMSON,14,100.0,0,140,66.1,66.7,64.9,4,10,481,100.0,100.0,98.3,2,15,1,933,933,0,0,933,502,502,0,0,431,0
Matt Pryor,46647,G,TCU,14,100.0,0,305,74.4,92.4,68.3,0,6,475,100.0,100.0,98.5,5,10,4,933,0,0,0,933,497,497,597,332,436,2
Jaypee Philbert,46356,T,ARK STATE,12,100.0,1,113,69.2,78.0,62.0,5,8,531,100.0,100.0,97.8,5,18,5,933,0,0,933,933,557,557,0,0,376,0
Cole Boozer,26461,T,TEMPLE,13,99.7,0,306,71.6,76.4,65.2,3,16,484,99.4,99.4,97.4,1,22,3,932,0,0,19,935,509,512,0,900,423,7
Luke Shively,24080,C,N ILLINOIS,13,100.0,1,254,64.4,72.0,62.4,2,7,449,100.0,100.0,98.3,5,12,3,931,931,0,0,931,466,466,0,0,465,0
Erik McCoy,37347,C,TEXAS A&M,13,100.0,0,312,68.3,82.3,61.9,1,5,469,100.0,100.0,99.1,1,7,1,929,911,18,0,929,493,493,0,0,436,0
Coy Cronk,46235,T,INDIANA,12,99.9,4,190,62.4,65.5,59.9,5,31,545,99.8,99.8,96.3,7,38,2,928,0,0,929,929,581,582,0,0,347,0
John Molchon,46921,G,BOISE ST,14,100.0,0,120,62.5,84.0,55.8,2,8,470,100.0,100.0,98.5,5,12,2,925,0,805,0,925,492,492,21,99,433,0
Steven Gonzalez,28270,G,PENN STATE,13,100.0,1,266,69.8,74.6,67.2,3,10,517,100.0,100.0,98.4,3,15,2,924,0,874,0,924,530,530,50,0,394,0
Michael Jordan,28021,G,OHIO STATE,14,100.0,2,260,64.9,71.2,64.8,1,12,438,100.0,100.0,97.8,7,16,3,924,0,924,0,924,470,470,0,0,454,0
Stephen Ericksen,46166,C,AKRON,14,100.0,0,102,67.0,72.7,64.6,1,9,504,100.0,100.0,98.4,3,13,3,924,549,374,0,924,537,537,0,0,387,0
Chad Pursley,29897,T,SMU,13,99.8,0,287,68.0,85.3,54.9,5,12,490,99.6,99.6,98.1,3,18,1,924,0,0,882,926,515,517,0,0,409,44
Zac Uhles,26784,G,TULSA,12,100.0,0,320,57.7,62.2,55.4,3,9,354,100.0,100.0,97.2,5,16,4,923,0,1,0,923,382,382,922,0,541,0
Najee Toran,46833,G,UCLA,13,100.0,0,324,73.2,72.4,76.7,5,16,561,100.0,100.0,97.6,6,24,3,923,0,923,0,923,584,584,0,0,339,0
Willie Wright,46989,T,TULSA,12,100.0,1,320,66.7,62.1,67.1,1,18,354,100.0,100.0,96.5,4,22,3,923,0,0,1,923,382,382,0,914,541,8
Chandler Miller,26727,C,TULSA,12,100.0,0,320,72.2,74.9,73.7,1,8,354,100.0,100.0,98.2,7,11,2,923,923,0,0,923,382,382,0,0,541,0
Isaiah Prince,47019,T,OHIO STATE,14,100.0,1,260,83.7,68.5,88.7,4,9,437,100.0,100.0,97.6,6,17,4,923,0,0,0,923,469,469,0,923,454,0
Tyler Bowling,46047,G,TULSA,12,100.0,1,320,79.4,82.9,77.3,1,8,354,100.0,100.0,98.2,4,11,2,923,0,921,0,923,382,382,1,1,541,0
Levi Brown,36815,C,MARSHALL,13,100.0,0,214,62.4,66.7,62.2,0,15,472,100.0,100.0,98.0,5,17,2,922,919,0,0,922,499,499,0,0,423,0
Jake Campos,39334,T,IOWA STATE,13,100.0,0,193,68.4,82.0,58.0,3,9,498,100.0,100.0,97.6,4,18,6,920,0,0,920,920,528,528,0,0,392,0
Trevor Brown,46388,T,AKRON,14,100.0,1,102,52.9,57.5,48.8,8,23,508,100.0,100.0,96.4,6,34,3,920,0,0,919,920,541,541,0,0,379,0
Dustin Woodard,27124,G,MEMPHIS,13,100.0,0,218,60.5,75.4,58.2,0,11,501,100.0,100.0,98.5,6,13,2,919,0,918,0,919,530,530,0,0,389,0
Jovann Letuli,46941,T,AKRON,14,100.0,1,102,75.3,73.7,78.2,2,14,508,100.0,100.0,98.0,10,18,2,919,0,0,0,919,541,541,0,918,378,0
Austin Schlottmann,30097,C,TCU,14,100.0,0,305,65.8,72.9,62.5,3,14,465,100.0,100.0,98.0,6,18,1,917,529,45,0,917,486,486,341,1,431,0
Andrew Thomas,59701,T,GEORGIA,15,100.0,0,173,68.4,76.7,63.8,4,12,333,100.0,100.0,97.3,3,17,1,917,0,0,0,917,351,351,0,916,566,1
Lamont Gaillard,46618,C,GEORGIA,15,100.0,0,173,72.2,76.8,70.7,3,7,333,100.0,100.0,97.9,4,12,2,917,917,0,0,917,351,351,0,0,566,0
Parker Wade,29354,C,NAVY,13,100.0,0,237,56.3,60.1,55.4,0,5,130,100.0,100.0,96.5,2,7,2,916,916,0,0,916,133,133,0,0,783,0
Robby Garcia,28586,G,IOWA STATE,13,100.0,0,193,62.4,79.0,55.3,4,5,495,100.0,100.0,98.9,2,10,1,916,0,916,0,916,523,523,0,0,393,0
Colton McKivitz,29314,T,W VIRGINIA,13,99.9,0,343,78.1,79.0,74.1,2,15,503,99.8,99.8,97.9,2,19,2,915,0,0,0,916,530,531,0,911,385,4
Tyler Biadasz,41178,C,WISCONSIN,14,100.0,0,349,82.3,83.7,82.1,1,5,342,100.0,100.0,99.1,7,6,0,915,915,0,0,915,360,360,0,0,555,0
Trey Rutherford,27256,G,UCONN,12,100.0,1,146,59.6,69.1,55.6,6,10,485,100.0,100.0,97.7,5,19,3,913,0,913,0,913,520,520,0,0,393,0
Chris Gonzalez,46682,G,S JOSE ST,13,100.0,1,285,69.5,88.3,65.4,0,4,467,100.0,100.0,99.6,7,4,0,913,0,0,0,913,492,492,913,0,421,0
Jacob Alsadek,46691,G,ARIZONA,13,100.0,0,109,74.0,81.7,72.0,1,9,335,100.0,100.3,98.5,3,10,0,913,0,0,0,913,358,357,913,0,555,0
Nathan Eldridge,45657,C,ARIZONA,13,100.0,1,109,70.0,72.2,67.8,1,6,338,100.0,100.3,98.7,2,8,1,912,912,0,0,912,361,360,0,0,551,0
Layth Friekh,46357,T,ARIZONA,13,100.0,0,109,69.6,77.7,66.2,0,13,338,100.0,100.3,97.2,5,16,3,912,0,0,912,912,361,360,0,0,551,0
David Edwards,35941,T,WISCONSIN,14,100.0,0,349,80.5,73.9,81.4,5,8,333,100.0,100.0,97.1,6,16,3,912,0,0,0,912,352,352,0,912,560,0
Jamarco Jones,46226,T,OHIO STATE,14,100.0,1,260,87.0,81.8,84.1,2,7,431,100.0,100.0,98.5,3,11,2,911,0,0,911,911,463,463,0,0,448,0
Jake Curhan,38549,T,CAL,12,100.0,0,130,71.6,75.3,69.2,7,16,518,100.0,100.0,97.6,7,24,1,911,0,0,0,911,547,547,0,910,364,0
Addison Ooms,28209,C,CAL,12,100.0,0,130,59.6,55.4,61.3,4,14,517,100.0,100.0,97.7,4,21,3,910,910,0,0,910,546,546,0,0,364,0
T.J. Henson,45595,G,N TEXAS,13,100.0,1,251,65.0,73.4,66.3,2,10,502,100.0,100.0,98.8,5,12,0,910,0,0,2,910,535,535,904,0,375,0
Tyrell Crosby,38897,T,OREGON,13,99.9,2,264,83.9,93.1,78.1,2,5,340,99.7,99.7,99.0,5,7,0,910,0,0,910,911,361,362,0,0,549,0
