player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_epa,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_positive_epa_percent,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_epa,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_positive_epa_percent,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_epa,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_positive_epa_percent,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_epa,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_positive_epa_percent,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_epa,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_positive_epa_percent,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_epa,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_positive_epa_percent,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_epa,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_positive_epa_percent,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_epa,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_positive_epa_percent,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_epa,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_positive_epa_percent,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_epa,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_positive_epa_percent,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_epa,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_positive_epa_percent,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_epa,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_positive_epa_percent,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_epa,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_positive_epa_percent,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_epa,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_positive_epa_percent,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_epa,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_positive_epa_percent,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_epa,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_positive_epa_percent,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Caden Veltkamp,156642,QB,FAU,12,512,555,92.6,121,121,23.6,-3.2,1.86,0,0,0.0,86.8,105,19,6.3,121,7,-0.26,26,69.0,0,0,124,37.2,0.0,89.4,0.0,0,0,0,0,2,1,0.8,501,4.1,95.9,73,73,14.3,-3.5,1.92,0,0,0.0,91.8,67,11,4.3,73,3,-0.14,17,71.7,0,0,74,41.1,0.0,90.5,0.0,0,0,0,0,1,0,0.0,337,4.6,48.1,27,27,5.3,30.4,3.26,0,8,27.6,40.7,11,6,15.4,27,2,0.56,11,80.7,0,2,29,40.7,0.0,96.8,0.0,0,0,0,0,5,5,17.2,341,12.6,66.7,60,60,11.7,13.9,2.74,0,2,3.3,60.0,36,14,10.0,60,4,0.46,35,76.1,0,9,61,61.7,0.0,73.8,0.0,0,0,0,0,3,8,13.1,643,10.7,82.0,133,133,26.0,4.4,2.04,0,0,0.0,77.4,103,26,5.5,133,6,0.32,40,77.1,0,1,139,59.4,0.0,100.8,0.0,0,0,0,0,3,1,0.7,952,7.2,0,42.2,64,64,12.5,28.7,2.78,0,20,26.7,39.1,25,15,7.4,64,2,0.41,24,84.3,0,5,75,39.1,0.0,92.8,0.0,0,0,0,0,10,8,10.7,786,12.3,165,88.9,18,18,3.5,-2.6,1.4,0,0,0.0,83.3,15,1,6.3,18,1,-0.62,4,63.3,0,0,20,38.9,0.0,80.6,0.0,0,0,0,0,0,0,0.0,60,3.3,27.8,18,18,3.5,28.1,2.42,0,4,18.2,27.8,5,4,0.0,18,0,-0.18,4,66.8,0,2,22,27.8,0.0,66.2,0.0,0,0,0,0,3,1,4.5,169,9.4,53.3,15,15,2.9,14.7,2.29,0,1,5.9,53.3,8,3,0.0,15,0,0.91,8,70.1,0,0,17,53.3,0.0,126.9,0.0,0,0,0,0,2,0,0.0,147,9.8,90.0,30,30,5.9,4.5,2.0,0,0,0.0,86.7,26,2,3.7,30,1,0.47,12,82.6,0,0,31,66.7,0.0,103.5,0.0,0,0,0,0,1,1,3.2,185,6.2,60.9,92,92,18.0,14.2,2.68,0,3,3.1,56.5,52,22,7.1,92,4,0.44,50,70.1,0,10,98,57.6,0.0,70.0,0.0,0,0,0,0,5,9,9.2,934,10.2,0,86.7,30,30,5.9,-2.7,1.97,0,0,0.0,76.7,23,7,11.5,30,3,-0.32,5,60.6,0,0,30,26.7,0.0,91.5,0.0,0,0,0,0,1,1,3.3,104,3.5,47.4,19,19,3.7,26.7,2.43,0,8,33.3,47.4,9,5,0.0,19,0,0.76,9,86.7,0,1,24,47.4,0.0,106.8,0.0,0,0,0,0,2,2,8.3,276,14.5,47.1,17,17,3.3,14.6,2.79,0,0,0.0,47.1,8,5,0.0,17,0,-0.03,7,47.6,0,1,20,47.1,0.0,52.1,0.0,0,0,0,0,0,1,5.0,144,8.5,76.1,46,46,9.0,4.3,2.0,0,0,0.0,73.9,34,8,2.9,46,1,0.2,15,52.6,0,1,49,52.2,0.0,93.7,0.0,0,0,0,0,2,3,6.1,271,5.9,81.8,209,209,40.8,4.4,2.03,0,0,0.0,78.0,163,36,4.7,209,8,0.32,67,74.9,0,2,219,58.9,0.0,100.3,0.0,0,0,0,0,6,5,2.3,1408,6.7
Sawyer Robertson,146839,QB,BAYLOR,12,505,544,91.0,100,100,19.8,-3.2,1.76,0,0,0.0,90.0,90,10,1.1,100,1,-0.07,26,70.6,0,0,100,48.0,0.0,100.4,0.0,0,0,0,0,4,0,0.0,490,4.9,89.9,69,69,13.7,-3.7,1.8,0,0,0.0,88.4,61,8,1.6,69,1,-0.13,18,68.9,0,0,69,43.5,0.0,97.0,0.0,0,0,0,0,2,0,0.0,343,5.0,56.5,23,23,4.6,30.0,3.04,0,5,20.8,56.5,13,7,0.0,23,0,1.44,13,76.2,0,1,24,56.5,0.0,122.7,0.0,0,0,0,0,4,4,16.7,465,20.2,57.7,71,71,14.1,12.8,2.62,0,0,0.0,52.1,37,15,9.8,71,4,0.41,31,69.9,0,2,76,53.5,0.0,101.6,0.0,0,0,0,0,7,6,7.9,595,8.4,75.5,110,110,21.8,5.5,2.32,0,0,0.0,71.8,79,17,4.8,110,4,0.11,38,62.7,0,2,114,60.9,0.0,89.6,0.0,0,0,0,0,2,2,1.8,771,7.0,0,42.2,83,83,16.4,28.7,2.82,0,20,19.2,36.1,30,27,14.3,83,5,0.43,29,70.8,0,3,104,34.9,0.0,101.4,0.0,0,0,0,0,8,9,8.7,1047,12.6,118,89.5,19,19,3.8,-2.0,1.44,0,0,0.0,89.5,17,1,0.0,19,0,-0.12,5,66.6,0,0,19,52.6,0.0,100.0,0.0,0,0,0,0,1,0,0.0,72,3.8,35.9,39,39,7.7,28.7,2.66,0,12,25.0,28.2,11,13,21.4,39,3,0.03,11,69.6,0,2,48,28.2,0.0,70.2,0.0,0,0,0,0,3,2,4.2,364,9.3,30.8,26,26,5.1,14.6,2.63,0,1,3.4,30.8,8,6,0.0,26,0,-0.09,8,50.1,0,2,29,30.8,0.0,41.7,0.0,0,0,0,0,2,1,3.4,127,4.9,92.3,26,26,5.1,4.5,2.33,0,0,0.0,80.8,21,3,12.5,26,3,0.06,6,72.6,0,0,29,57.7,0.0,103.4,0.0,0,0,0,0,1,0,0.0,149,5.7,52.3,128,128,25.3,13.8,2.62,0,5,3.6,48.4,62,29,7.5,128,5,0.28,55,68.0,0,6,138,49.2,0.0,95.0,0.0,0,0,0,0,16,9,6.5,997,7.8,0,100.0,12,12,2.4,-2.7,2.03,0,0,0.0,100.0,12,1,0.0,12,0,0.38,3,68.3,0,0,12,66.7,0.0,120.5,0.0,0,0,0,0,1,0,0.0,75,6.3,38.1,21,21,4.2,27.0,2.88,0,3,9.4,28.6,6,7,25.0,21,2,0.05,5,60.2,0,0,32,23.8,0.0,86.2,0.0,0,0,0,0,1,3,9.4,218,10.4,58.1,31,31,6.1,15.5,2.62,0,4,12.1,54.8,17,8,5.6,31,1,0.29,16,74.1,0,2,33,54.8,0.0,97.4,0.0,0,0,0,0,7,2,6.1,275,8.9,67.6,34,34,6.7,5.8,2.36,0,0,0.0,64.7,22,9,4.3,34,1,-0.21,11,70.9,0,1,37,58.8,0.0,71.8,0.0,0,0,0,0,0,0,0.0,229,6.7,76.5,170,170,33.7,5.4,2.33,0,0,0.0,71.8,122,29,6.2,170,8,0.04,55,68.4,0,3,180,60.0,0.0,88.6,0.0,0,0,0,0,3,2,1.1,1149,6.8
Jaylen Raynor,172203,QB,ARK STATE,12,472,542,95.1,82,82,17.4,-3.5,1.81,0,0,0.0,95.1,78,13,0.0,82,0,-0.33,16,70.3,0,0,83,40.2,0.0,87.1,0.0,0,0,0,0,1,0,0.0,322,3.9,94.6,74,74,15.7,-3.7,1.75,0,0,0.0,94.6,70,9,0.0,74,0,-0.33,15,69.5,0,0,75,41.9,0.0,87.3,0.0,0,0,0,0,1,0,0.0,287,3.9,50.0,18,18,3.8,32.8,3.11,0,6,30.0,38.9,7,6,22.2,18,2,0.41,7,64.6,0,3,20,38.9,0.0,47.0,0.0,0,0,0,0,0,3,15.0,251,13.9,63.3,60,60,12.7,13.8,2.78,0,0,0.0,58.3,35,11,7.9,60,3,0.52,34,80.8,0,1,66,58.3,0.0,114.9,0.0,0,0,0,0,5,4,6.1,625,10.4,84.1,145,145,30.7,4.0,2.42,0,0,0.0,80.0,116,25,4.9,145,6,0.32,56,75.3,0,3,149,60.0,0.0,95.7,0.0,0,0,0,0,5,1,0.7,911,6.3,0,34.5,58,58,12.3,31.3,2.75,0,15,21.7,24.1,14,9,30.0,58,6,-0.02,14,59.4,0,6,69,24.1,0.0,34.8,0.0,0,0,0,0,2,7,10.1,498,8.6,113,100.0,8,8,1.7,-2.1,2.38,0,0,0.0,100.0,8,4,0.0,8,0,-0.33,1,66.9,0,0,8,25.0,0.0,84.9,0.0,0,0,0,0,0,0,0.0,35,4.4,28.6,21,21,4.4,31.0,2.56,0,5,20.8,14.3,3,2,50.0,21,3,-0.39,3,68.2,0,1,24,14.3,0.0,31.3,0.0,0,0,0,0,0,0,0.0,121,5.8,33.3,12,12,2.5,13.7,3.58,0,0,0.0,33.3,4,5,0.0,12,0,-0.07,4,48.3,0,1,15,33.3,0.0,16.3,0.0,0,0,0,0,0,1,6.7,61,5.1,84.0,50,50,10.6,5.7,2.28,0,0,0.0,80.0,40,7,4.8,50,2,0.33,16,73.0,0,0,53,68.0,0.0,102.7,0.0,0,0,0,0,1,1,1.9,353,7.1,57.1,84,84,17.8,14.0,2.93,0,0,0.0,53.6,45,20,6.3,84,3,0.44,44,75.6,0,2,94,53.6,0.0,100.0,0.0,0,0,0,0,6,5,5.3,795,9.5,0,,0,0,0.0,,,0,0,,,0,0,,0,0,0.0,0,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,26.3,19,19,4.0,30.1,2.62,0,4,16.0,21.1,4,1,20.0,19,1,-0.03,4,46.8,0,2,25,21.1,0.0,50.2,0.0,0,0,0,0,2,4,16.0,126,6.6,50.0,12,12,2.5,15.0,3.06,0,0,0.0,50.0,6,4,0.0,12,0,0.54,6,72.0,0,0,13,50.0,0.0,109.4,0.0,0,0,0,0,1,0,0.0,109,9.1,72.4,29,29,6.1,5.0,2.47,0,0,0.0,72.4,21,10,0.0,29,0,0.25,11,65.6,0,0,30,65.5,0.0,100.8,0.0,0,0,0,0,1,2,6.7,187,6.4,82.6,224,224,47.5,4.5,2.39,0,0,0.0,79.0,177,42,4.3,224,8,0.31,83,76.2,0,3,232,62.5,0.0,98.5,0.0,0,0,0,0,7,4,1.7,1451,6.5
Nick Minicucci,173617,QB,DELAWARE,12,483,530,97.4,38,38,7.9,-3.2,1.72,0,0,0.0,92.1,35,5,5.4,38,2,-0.06,8,69.8,0,0,39,42.1,0.0,91.9,0.0,0,0,0,0,1,0,0.0,150,3.9,100.0,30,30,6.2,-3.3,1.56,0,0,0.0,96.7,29,3,3.3,30,1,0.0,7,70.8,0,0,31,46.7,0.0,94.6,0.0,0,0,0,0,1,0,0.0,121,4.0,63.2,19,19,3.9,29.9,3.13,0,8,30.8,57.9,11,3,8.3,19,1,1.27,11,94.0,0,0,26,57.9,0.0,137.5,0.0,0,0,0,0,2,1,3.8,335,17.6,56.1,66,66,13.7,13.5,2.84,0,1,1.4,51.5,34,18,8.1,66,3,0.29,28,59.5,0,2,69,51.5,0.0,88.3,0.0,0,0,0,0,3,8,11.6,645,9.8,87.0,123,123,25.5,4.3,2.36,0,0,0.0,82.9,102,19,4.7,123,5,0.27,50,68.5,0,1,126,64.2,0.0,103.0,0.0,0,0,0,0,3,2,1.6,932,7.6,0,40.6,69,69,14.3,27.9,2.82,0,17,20.5,37.7,26,17,7.1,69,2,0.6,26,84.4,0,1,83,37.7,0.0,111.8,0.0,0,0,0,0,7,3,3.6,837,12.1,151,100.0,5,5,1.0,-3.4,2.5,0,0,0.0,80.0,4,1,20.0,5,1,-0.06,1,65.5,0,0,5,40.0,0.0,87.5,0.0,0,0,0,0,0,0,0.0,25,5.0,36.4,22,22,4.6,27.9,2.77,0,5,20.0,31.8,7,6,12.5,22,1,0.67,7,63.4,0,1,25,31.8,0.0,92.0,0.0,0,0,0,0,2,1,4.0,277,12.6,30.0,20,20,4.1,14.3,2.63,0,0,0.0,30.0,6,2,0.0,20,0,0.12,6,38.5,0,1,25,35.0,0.0,41.5,0.0,0,0,0,0,1,1,4.0,89,4.5,84.1,63,63,13.0,4.3,2.27,0,0,0.0,81.0,51,8,3.8,63,2,0.36,14,61.2,0,1,65,65.1,0.0,108.4,0.0,0,0,0,0,4,2,3.1,411,6.5,51.4,109,109,22.6,13.9,2.92,0,1,0.8,46.8,51,29,8.9,109,5,0.22,44,56.8,0,4,121,47.7,0.0,78.6,0.0,0,0,0,0,6,11,9.1,902,8.3,0,66.7,3,3,0.6,-1.7,2.03,0,0,0.0,66.7,2,1,0.0,3,0,-0.55,0,56.0,0,0,3,0.0,0.0,70.1,0.0,0,0,0,0,0,0,0.0,4,1.3,28.6,28,28,5.8,26.5,2.66,0,4,12.5,28.6,8,8,0.0,28,0,0.09,8,67.2,0,0,32,28.6,0.0,96.3,0.0,0,0,0,0,3,1,3.1,225,8.0,56.5,23,23,4.8,14.6,3.4,0,0,0.0,47.8,11,9,15.4,23,2,0.1,10,71.5,0,1,27,47.8,0.0,83.2,0.0,0,0,0,0,2,2,7.4,168,7.3,80.4,51,51,10.6,4.7,2.51,0,0,0.0,76.5,39,8,4.9,51,2,0.18,14,69.5,0,0,53,62.7,0.0,96.4,0.0,0,0,0,0,1,1,1.9,295,5.8,84.8,237,237,49.1,4.4,2.37,0,0,0.0,81.0,192,35,4.5,237,9,0.28,78,68.5,0,2,244,64.1,0.0,103.2,0.0,0,0,0,0,8,5,2.0,1638,6.9
