player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Ivan Yates,139049,CB,COLORADO,7,170,0,143,1,15.9,38.1,100.0,10.3,3.9,1,4,19.0,59.9,0,25,28.6,2,2,53.9,8,90,52.9,90,0,4,21,0,101,37,1.2,12.6,0,0,11.5,50.0,100.0,22.7,11.3,0,1,16.7,74.1,0,28,50.0,3,1,80.6,3,72,42.4,72,1,3,6,0,53,35,0.8,17.7
Evan Eller,139104,LB,WYOMING,12,261,0,351,0,0.5,90.0,73.0,9.4,8.5,0,1,10.0,70.9,0,24,0.0,0,0,140.8,9,89,34.1,122,5,8,10,2,83,94,1.0,9.2,0,3,1.1,88.9,88.2,12.6,11.2,0,0,0.0,75.0,0,24,15.4,2,0,93.1,8,105,40.2,119,5,8,9,0,57,53,0.6,7.1
Isaiah Wadsworth,139159,CB,TULANE,12,112,0,319,0,9.9,55.6,100.0,7.8,4.3,0,0,0.0,71.0,1,15,25.0,1,0,63.0,5,41,36.6,41,1,3,9,1,37,19,0.9,7.4,0,0,17.0,75.0,100.0,13.3,10.0,0,0,0.0,48.0,0,32,50.0,1,0,114.6,3,46,41.1,46,1,1,4,0,48,5,1.2,16.0
Dante Thomas,139527,S,COAST CAR,10,125,0,141,0,11.6,0.0,100.0,,3.4,0,0,0.0,59.1,0,,,0,0,39.6,0,19,15.2,19,0,0,5,0,0,0,0.0,,0,1,0.1,100.0,100.0,8.2,8.2,0,0,0.0,64.4,0,27,33.3,4,0,92.6,9,77,61.6,77,2,7,9,0,56,55,0.8,6.2
Trey Fields,139541,LB,N TEXAS,12,339,0,251,0,0.3,75.0,78.9,26.7,20.0,0,1,25.0,66.5,0,15,0.0,0,1,129.2,3,86,25.4,109,1,1,4,1,24,25,0.3,8.0,0,2,4.9,69.2,92.3,20.4,14.2,0,0,0.0,64.1,1,36,16.7,2,0,59.5,9,192,56.6,208,4,8,13,0,99,75,0.5,11.0
Briceon Hayes,139544,ED,N TEXAS,10,25,0,251,1,,,2.0,,,0,0,,60.2,0,,0.0,0,0,0.0,0,1,4.0,49,1,0,0,0,0,0,0.0,,0,2,11.5,75.0,23.0,7.7,5.8,0,0,0.0,58.1,0,8,20.0,1,0,86.5,3,23,92.0,100,0,2,4,0,21,10,0.9,7.0
Carlos Allen Jr.,141334,DI,HOUSTON,12,2,0,182,0,,,2.1,,,0,0,,59.5,0,,,0,0,0.0,0,1,50.0,47,0,0,0,0,0,0,0.0,,0,2,,,0.4,,,0,0,,71.1,0,,0.0,0,0,0.0,0,1,50.0,225,6,6,0,0,0,0,0.0,
Caleb Brown,141336,CB,VA TECH,2,23,0,337,0,25.0,100.0,100.0,3.0,3.0,0,0,0.0,45.2,0,26,,0,0,158.3,1,3,13.0,3,0,0,1,1,26,1,8.7,26.0,0,0,28.0,66.7,100.0,8.5,5.7,0,1,33.3,44.1,0,64,50.0,1,0,149.3,2,17,73.9,17,0,1,3,1,84,23,4.9,42.0
Tyler Scott,141362,DI,UTEP,12,1,0,330,0,,,2.3,,,0,0,,60.3,0,,,0,0,0.0,0,1,100.0,44,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,105,2,2,0,0,0,0,,
Malakai Williams,141577,ED,BOISE ST,11,3,0,120,0,,,4.5,,,0,0,,63.3,0,,0.0,0,0,0.0,0,2,66.7,44,1,1,0,0,0,0,0.0,,0,0,,,1.9,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,53,1,0,0,0,0,0,0.0,
Colby Humphrey,141638,CB,WASH STATE,12,316,0,341,1,9.3,63.6,98.8,10.7,6.8,0,1,9.1,68.3,0,14,0.0,0,1,68.4,7,79,25.0,80,2,4,11,0,35,-5,0.5,5.0,0,2,13.7,72.2,100.0,11.0,7.9,0,0,0.0,67.1,1,24,15.8,3,0,62.5,13,149,47.2,149,5,14,18,0,101,28,0.7,7.8
Kobe Singleton,141698,CB,OREGON ST,12,223,0,265,0,17.8,40.0,100.0,11.3,4.5,0,3,20.0,60.1,0,35,20.0,1,1,71.8,6,70,31.4,70,2,4,15,0,131,9,1.9,21.8,0,1,7.7,53.8,100.0,16.9,9.1,0,1,7.7,57.4,0,20,16.7,2,1,64.3,7,127,57.0,127,3,9,13,0,54,26,0.5,7.7
Abraham Williams,141727,CB,NEW MEXICO,7,196,0,241,0,15.0,50.0,100.0,19.0,9.5,0,0,0.0,57.5,0,13,,0,0,110.4,1,22,11.2,22,0,0,2,1,13,0,0.7,13.0,0,0,11.4,75.0,98.5,10.0,7.5,1,2,12.5,68.8,0,30,20.0,3,2,124.2,12,128,65.3,130,2,12,16,1,149,38,1.2,12.4
Brayden Wilson,141728,ED,WYOMING,12,13,0,351,1,,,14.3,,,0,0,,69.0,0,,0.0,0,0,0.0,0,8,61.5,56,1,1,0,0,0,0,0.0,,0,0,,,3.6,,,0,0,,56.8,0,,33.3,1,0,0.0,0,2,15.4,55,1,2,0,0,0,0,0.0,
Andre Fuller,141775,CB,TOLEDO,12,358,0,316,1,18.9,22.2,100.0,20.5,4.6,0,6,33.3,83.2,0,35,0.0,0,4,59.5,4,90,25.1,90,2,4,18,1,60,18,0.7,15.0,0,2,11.9,51.9,98.7,15.1,7.9,1,5,18.5,71.1,1,39,16.7,4,4,49.6,14,224,62.6,227,7,18,27,0,128,40,0.6,9.1
Sam Cook,141936,ED,NEVADA,12,52,0,239,0,,,7.4,,,0,0,,60.2,0,,,0,0,0.0,0,2,3.8,27,0,0,0,0,0,0,0.0,,0,0,12.5,75.0,34.0,11.0,8.3,0,0,0.0,58.2,0,37,0.0,0,0,112.5,3,34,65.4,100,2,2,4,0,46,12,1.4,15.3
Dontae Lunan,142071,LB,COAST CAR,12,203,0,141,0,,,11.8,,,0,0,,63.1,0,,0.0,0,0,0.0,0,4,2.0,34,0,1,0,0,0,0,0.0,,0,0,0.6,83.3,71.0,7.5,6.2,0,0,0.0,52.7,0,17,35.3,6,0,88.2,15,115,56.7,162,5,11,18,0,93,106,0.8,6.2
Christopher Eaton Jr.,142080,ED,SM HOUSTON,12,7,0,281,0,,,5.9,,,0,0,,58.7,0,,,0,0,0.0,0,5,71.4,85,3,0,0,0,0,0,0.0,,0,0,,,1.5,,,0,0,,59.6,0,,100.0,1,0,0.0,0,2,28.6,133,1,0,0,0,0,0,0.0,
Kavir Bains-Marquez,142177,S,PITTSBURGH,12,354,0,268,0,0.5,100.0,88.0,10.0,10.0,0,0,0.0,61.2,0,21,50.0,1,0,116.7,2,22,6.2,25,1,1,2,0,24,23,1.2,12.0,0,5,9.3,75.7,98.6,9.6,7.2,1,2,5.4,54.9,3,59,10.0,3,2,89.0,28,278,78.5,282,9,22,37,2,352,179,1.3,12.6
Jack Hall,142249,ED,DELAWARE,12,1,0,151,0,,,2.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,44,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,116,0,0,0,0,0,0,,
Ethan Saunders,142265,ED,DELAWARE,12,6,0,151,0,,,0.0,,,0,0,,61.8,0,,0.0,0,0,0.0,0,0,0.0,26,1,1,0,0,0,0,,,0,1,2.0,100.0,2.0,2.0,2.0,0,0,0.0,53.4,0,15,50.0,1,0,118.8,1,2,33.3,101,0,0,1,0,15,13,7.5,15.0
Dillon Trainer,142269,LB,DELAWARE,6,96,0,151,1,4.0,100.0,38.9,6.0,6.0,0,0,0.0,36.6,0,3,0.0,0,0,79.2,1,7,7.3,18,2,0,1,0,3,-1,0.5,3.0,0,2,1.6,100.0,81.7,11.2,11.2,0,0,0.0,60.7,0,10,28.6,2,0,96.7,5,58,60.4,71,1,3,5,0,36,28,0.6,7.2
Austin Ambush,142273,S,NEVADA,5,14,0,239,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,5.0,0.0,84.6,,4.5,0,0,0.0,64.8,0,,,0,0,39.6,0,11,78.6,13,0,0,2,0,0,0,0.0,
Darius McKenzie,142289,LB,S ALABAMA,11,222,0,288,1,,,71.4,,,0,0,,57.3,0,,0.0,0,0,0.0,0,25,11.3,35,1,1,0,0,0,0,0.0,,0,4,4.5,90.0,80.8,7.6,6.9,0,2,10.0,64.9,0,27,7.7,2,2,99.6,18,143,64.4,177,7,20,20,0,158,90,1.2,8.8
Shakur Smalls,142301,CB,ARKANSAS,12,108,0,111,0,6.2,100.0,87.9,5.2,5.2,0,0,0.0,60.6,0,24,0.0,0,0,109.2,5,29,26.9,33,3,3,5,0,51,20,2.0,10.2,0,1,7.2,66.7,96.7,9.2,6.1,0,2,22.2,63.7,0,21,20.0,1,2,124.3,6,58,53.7,60,1,3,9,1,64,24,1.2,10.7
Chance Graves,142349,CB,E CAROLINA,11,99,0,156,0,4.0,0.0,100.0,,4.0,0,0,0.0,72.9,0,,0.0,0,0,39.6,0,4,4.0,4,0,1,1,0,0,0,0.0,,0,0,14.4,35.7,97.4,14.2,5.1,0,4,28.6,68.2,0,19,16.7,1,2,49.7,5,76,76.8,78,1,5,14,0,60,9,0.8,12.0
James Jennette,142415,ED,VA TECH,4,6,0,337,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,38.5,,,0,0,,62.6,0,,,0,0,0.0,0,5,83.3,13,1,0,0,0,0,0,0.0,
KC Eziomume,142746,CB,TULANE,4,20,0,319,0,20.5,50.0,100.0,6.0,3.0,0,1,50.0,61.0,0,33,,0,1,135.4,1,7,35.0,7,0,0,2,1,33,7,5.5,33.0,0,0,33.0,50.0,100.0,8.0,4.0,0,0,0.0,64.0,0,33,0.0,0,0,95.8,1,8,40.0,8,0,1,2,0,33,3,4.1,33.0
Elijah Harper,142861,ED,KENNESAW,1,1,0,200,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,
Semaj Cross,143096,LB,KENT STATE,8,44,0,201,0,18.5,50.0,70.0,7.0,3.5,0,0,0.0,37.8,0,51,,0,0,95.8,1,7,15.9,10,0,0,2,0,51,25,7.3,51.0,0,0,-1.5,100.0,93.1,13.0,13.0,0,0,0.0,61.7,0,6,33.3,1,0,85.4,2,27,61.4,29,0,2,2,0,9,12,0.3,4.5
Chase Alexander,143336,S,JVILLE ST,5,42,0,196,0,15.0,80.0,80.0,3.0,2.4,0,0,0.0,46.9,0,64,0.0,0,0,118.8,4,12,28.6,15,1,3,5,0,130,61,10.8,32.5,0,0,4.4,60.0,86.7,8.3,5.0,0,0,0.0,75.4,0,12,0.0,0,0,78.8,3,26,61.9,30,0,1,5,0,32,24,1.3,10.7
Parker McKenna,143761,LB,WASH STATE,12,279,0,341,2,0.8,50.0,60.0,24.5,12.3,0,0,0.0,65.1,0,10,0.0,0,0,57.3,2,51,18.3,85,3,1,4,0,13,11,0.3,6.5,0,3,4.6,74.1,92.2,6.9,5.1,0,1,3.7,43.1,0,31,20.0,5,1,95.3,20,142,50.9,154,6,17,27,0,204,128,1.5,10.2
Jalen Cheek,143820,S,UAB,9,74,0,321,0,,,76.5,,,0,0,,66.8,0,,0.0,0,0,0.0,0,13,17.6,17,0,1,0,0,0,0,0.0,,0,3,5.0,100.0,98.1,25.5,25.5,0,0,0.0,66.4,0,10,0.0,0,0,93.8,2,53,71.6,54,0,2,2,0,13,3,0.3,6.5
Ty Clemons,143821,DI,BOSTON COL,6,1,0,121,0,,,3.0,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,33,1,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,0,0,0,0,0,0,,
Quintayvious Hutchins,143827,ED,BOSTON COL,10,32,0,121,1,4.0,100.0,10.4,10.0,10.0,0,0,0.0,57.9,0,19,33.3,1,0,118.8,1,10,31.3,96,1,1,1,0,19,15,1.9,19.0,0,3,0.5,100.0,17.5,8.0,8.0,0,0,0.0,78.6,0,4,10.0,1,0,81.3,2,18,56.3,103,4,6,2,0,7,6,0.4,3.5
Owen McGowan,143832,LB,BOSTON COL,11,296,0,121,0,17.0,0.0,59.7,,77.0,0,1,100.0,64.7,0,,100.0,3,1,39.6,0,86,29.1,144,1,0,1,0,0,0,0.0,,0,2,4.1,85.7,97.1,9.0,7.7,1,1,4.8,59.7,0,71,23.5,4,1,150.5,18,170,57.4,175,7,11,21,2,265,207,1.6,14.7
Bryce Steele,143838,LB,BOSTON COL,8,54,0,121,1,1.0,66.7,76.0,9.0,6.0,0,0,0.0,65.2,0,14,33.3,1,0,81.3,2,19,35.2,25,1,1,3,0,17,18,0.9,8.5,0,0,12.0,50.0,96.3,26.0,13.0,0,1,50.0,40.0,0,9,0.0,0,1,62.5,1,26,48.1,27,0,1,2,0,9,11,0.3,9.0
Tre Freeman,143853,LB,DUKE,11,197,0,154,0,6.3,50.0,80.7,21.3,10.7,0,2,33.3,91.7,1,15,0.0,0,2,59.7,3,71,36.0,88,2,4,6,1,23,5,0.4,7.7,0,1,1.3,75.0,81.1,8.3,6.2,1,0,0.0,41.2,1,27,28.6,4,0,75.8,12,103,52.3,127,3,9,16,0,143,148,1.4,11.9
Nick Morris Jr.,143867,LB,DUKE,4,61,0,154,0,-2.0,50.0,65.4,16.0,8.0,0,0,0.0,54.6,0,2,,0,0,95.8,1,17,27.9,26,0,0,2,1,2,2,0.1,2.0,0,2,13.0,100.0,79.5,34.0,34.0,0,0,0.0,51.5,0,13,14.3,1,0,118.8,1,35,57.4,44,3,4,1,0,13,0,0.4,13.0
Shyheim Brown,143874,S,FLORIDA ST,9,106,0,167,1,5.0,100.0,90.0,6.8,6.8,0,0,0.0,55.3,0,11,28.6,2,0,136.3,5,36,34.0,40,2,4,5,1,36,17,1.1,7.2,0,1,13.5,33.3,98.2,26.0,8.7,0,0,0.0,52.7,0,26,28.6,2,0,57.6,2,54,50.9,55,0,4,6,0,40,4,0.8,20.0
Omarion Cooper,143877,CB,MEMPHIS,12,362,0,218,0,12.3,62.5,100.0,10.7,6.7,0,3,18.8,60.9,0,18,11.1,1,1,107.8,10,114,31.5,114,0,8,16,1,126,49,1.2,12.6,0,1,13.6,47.1,100.0,23.4,11.0,1,2,11.8,69.4,0,65,44.4,4,1,123.7,8,197,54.4,197,0,4,17,2,176,67,0.9,22.0
Patrick Payton,143893,ED,LSU,12,6,0,211,0,,,0.8,,,0,0,,65.1,0,,50.0,1,0,0.0,0,1,16.7,125,1,1,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,70.5,0,,0.0,0,0,0.0,0,4,66.7,139,1,2,0,0,0,0,0.0,
Hunter Washington,143898,S,MISS STATE,12,200,0,227,0,5.3,70.0,95.1,7.7,5.4,0,0,0.0,58.9,0,14,0.0,0,0,110.8,7,58,29.0,61,2,7,10,1,41,9,0.8,5.9,0,3,14.9,63.6,98.4,16.3,10.4,0,1,9.1,56.6,1,24,10.0,1,1,56.2,7,121,60.5,123,0,6,11,0,103,31,0.9,14.7
Sirad Bryant,143906,S,UAB,11,164,0,321,0,-2.0,100.0,86.5,10.3,10.3,0,0,0.0,65.4,0,3,33.3,2,0,118.8,4,45,27.4,52,2,4,4,1,7,15,0.2,1.8,0,0,12.3,75.0,95.3,32.0,24.0,0,2,50.0,56.6,0,69,37.5,3,2,156.3,3,101,61.6,106,2,5,4,1,96,63,1.0,32.0
Thomas Davis,143939,ED,APP STATE,7,21,0,108,1,,,0.0,,,0,0,,61.0,0,,0.0,0,0,0.0,0,0,0.0,49,0,1,0,0,0,0,,,0,2,8.0,100.0,24.6,7.0,7.0,0,0,0.0,65.1,0,13,0.0,0,0,106.3,2,15,71.4,61,1,1,2,0,19,3,1.4,9.5
Jabari Ishmael,143944,ED,SO MISS,10,34,0,296,0,,,21.7,,,0,0,,61.6,0,,,0,0,0.0,0,5,14.7,23,0,0,0,0,0,0,0.0,,0,3,11.0,100.0,26.0,26.0,26.0,0,0,0.0,66.0,0,42,16.7,1,0,118.8,1,26,76.5,100,0,2,1,0,42,31,1.6,42.0
Chase Smith,143952,LB,MIAMI FL,11,117,0,220,0,,,71.1,,,0,0,,64.5,0,,0.0,0,0,0.0,0,32,27.4,45,0,1,0,0,0,0,0.0,,0,2,1.3,83.3,92.8,12.4,10.3,0,1,16.7,66.1,0,12,25.0,2,1,89.6,5,64,54.7,69,2,4,6,0,33,30,0.5,6.6
Dontae Balfour,143957,CB,TEXAS TECH,11,206,0,315,0,8.5,100.0,100.0,7.8,7.8,0,0,0.0,56.8,0,11,0.0,0,0,141.7,4,33,16.0,33,0,2,4,1,34,8,1.1,8.5,0,0,12.8,57.1,99.1,12.8,7.3,0,3,21.4,72.5,0,30,0.0,0,2,69.6,8,109,52.9,110,3,12,14,0,67,20,0.7,8.4
TyMir Brown,143960,CB,E CAROLINA,12,311,0,156,0,14.0,0.0,100.0,,22.0,0,1,100.0,65.7,0,,,0,1,39.6,0,24,7.7,24,0,0,1,0,0,0,0.0,,0,2,14.7,78.6,100.0,19.1,15.0,0,0,0.0,74.3,0,63,4.5,1,0,142.6,11,225,72.3,225,3,19,14,1,198,29,0.9,18.0
Dontavius Nash,143972,CB,MICH STATE,8,87,0,223,1,7.8,60.0,95.0,6.3,3.8,0,0,0.0,47.5,0,17,0.0,0,0,75.4,3,19,21.8,20,0,0,5,0,28,4,1.5,9.3,0,1,10.9,88.9,96.2,6.3,5.6,0,0,0.0,51.0,0,37,28.6,2,0,150.0,8,51,58.6,53,2,4,9,1,100,46,2.0,12.5
Sean Brown,143986,LB,NC STATE,5,151,0,248,1,,,54.3,,,0,0,,66.4,0,,0.0,0,0,0.0,0,19,12.6,35,0,1,0,0,0,0,0.0,,0,4,3.3,84.0,89.1,5.6,4.7,0,0,0.0,49.1,0,79,22.2,4,0,137.0,21,123,81.5,138,6,10,25,2,262,187,2.2,12.5
Nate Evans,143991,CB,DELAWARE,12,372,0,151,0,15.9,35.7,100.0,16.6,5.9,1,4,28.6,62.4,0,23,0.0,0,2,50.3,5,97,26.1,97,1,4,14,0,62,39,0.7,12.4,0,2,13.8,65.0,98.4,13.8,9.0,1,3,15.0,74.0,2,31,7.1,1,3,51.3,13,189,50.8,192,2,11,20,0,166,53,0.9,12.8
Caden Fordham,143992,LB,NC STATE,12,378,0,248,0,2.6,60.0,63.2,21.3,12.8,0,1,20.0,63.5,0,16,50.0,2,1,76.3,3,72,19.0,114,2,2,5,0,29,19,0.5,9.7,0,4,5.6,75.0,89.8,8.9,6.7,1,0,0.0,49.9,1,50,8.6,3,0,86.3,30,282,74.6,314,11,28,40,0,308,171,1.1,10.3
Travali Price,144002,DI,NC STATE,12,1,0,248,0,,,1.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,68,0,0,0,0,0,0,0.0,,0,1,,,0.0,,,0,0,,64.4,0,,33.3,1,0,0.0,0,0,0.0,189,4,1,0,0,0,0,,
Khalil Anderson,144012,S,MO STATE,5,49,0,230,0,,,100.0,,,0,0,,63.4,0,,,0,0,0.0,0,8,16.3,8,0,0,0,0,0,0,0.0,,0,1,3.0,100.0,100.0,34.0,34.0,0,0,0.0,76.1,0,3,0.0,0,0,79.2,1,35,71.4,35,1,1,1,0,3,0,0.1,3.0
Tamarion Crumpley,144018,CB,UAB,7,135,0,321,0,15.4,40.0,100.0,16.0,6.4,0,2,40.0,67.0,0,7,33.3,1,2,47.9,2,37,27.4,37,1,2,5,0,10,2,0.3,5.0,0,4,15.1,46.7,100.0,12.3,5.7,1,3,20.0,67.7,0,39,15.4,2,2,89.6,7,89,65.9,89,2,7,15,1,95,23,1.1,13.6
Nick Lapi,144027,LB,PITTSBURGH,6,35,0,268,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,2,0.5,50.0,63.3,29.0,14.5,0,0,0.0,67.3,0,5,0.0,0,0,56.3,1,31,88.6,49,1,2,2,0,5,0,0.2,5.0
Javon McIntyre,144029,S,PITTSBURGH,12,357,0,268,0,3.3,66.7,96.3,11.5,7.7,0,0,0.0,57.8,0,11,50.0,1,0,115.3,2,26,7.3,27,0,1,3,1,13,12,0.6,6.5,0,5,11.1,65.5,100.0,14.0,9.2,1,0,0.0,49.9,0,59,12.9,4,0,106.0,19,278,77.9,278,8,22,29,1,263,117,1.0,13.8
Duce Chestnut,144040,S,SYRACUSE,12,250,0,304,0,11.5,25.0,99.0,88.0,22.0,0,0,0.0,52.9,0,7,28.6,2,0,39.6,1,96,38.4,97,1,5,4,0,7,8,0.1,7.0,0,3,8.1,63.6,94.2,17.9,11.4,0,3,27.3,60.0,0,72,25.0,4,3,137.5,7,130,52.0,138,2,9,11,1,148,129,1.2,21.1
Jatius Geer,144047,ED,S CAROLINA,10,2,0,289,0,,,3.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,30,0,0,0,0,0,0,0.0,,0,0,,,2.0,,,0,0,,60.5,0,,0.0,0,0,0.0,0,1,50.0,51,2,1,0,0,0,0,0.0,
Derek McDonald,144059,LB,SYRACUSE,3,39,0,304,0,6.5,50.0,75.0,12.0,6.0,0,1,50.0,62.9,0,34,0.0,0,1,95.8,1,12,30.8,16,0,1,2,0,34,17,2.8,34.0,0,0,5.5,100.0,80.0,12.0,12.0,0,0,0.0,56.3,0,15,0.0,0,0,118.8,2,24,61.5,30,0,3,2,0,28,17,1.2,14.0
Mattheus Carroll,144071,ED,KENT STATE,12,29,0,201,0,-1.0,0.0,7.2,,6.0,0,0,0.0,49.7,0,,100.0,1,0,39.6,0,6,20.7,83,0,0,1,0,0,0,0.0,,0,0,4.5,100.0,11.5,7.0,7.0,0,0,0.0,63.6,0,10,0.0,0,0,104.2,2,14,48.3,122,2,2,2,0,18,9,1.3,9.0
Will Johnson,144083,LB,VA TECH,1,2,0,337,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,2,0,0,0,0,0,0,0.0,
Jaden Keller,144086,LB,VA TECH,11,184,0,337,0,-2.0,100.0,76.0,8.5,8.5,0,0,0.0,66.7,0,7,0.0,0,0,95.8,2,19,10.3,25,0,2,2,0,14,18,0.8,7.0,0,0,1.0,87.0,91.2,6.1,5.3,0,1,4.3,43.9,0,20,26.3,5,1,99.5,20,125,67.9,137,8,14,23,0,181,180,1.5,9.1
Keli Lawson,144087,LB,UCF,12,159,0,323,0,-3.3,100.0,68.3,13.7,13.7,0,0,0.0,65.6,0,18,0.0,0,0,108.3,3,43,27.0,63,2,4,3,0,30,40,0.7,10.0,0,3,4.8,77.3,93.3,6.2,4.8,0,0,0.0,44.4,0,35,14.3,2,0,100.6,17,111,69.8,119,8,9,22,0,180,117,1.7,10.6
Jayden Jennings,144092,LB,UCF,9,57,0,323,0,3.0,100.0,89.5,17.0,17.0,0,1,100.0,67.6,0,8,0.0,0,1,100.0,1,17,29.8,19,0,1,1,0,8,5,0.5,8.0,0,2,-3.4,80.0,95.0,9.5,7.6,0,0,0.0,51.7,1,15,33.3,1,0,53.8,4,38,66.7,40,0,0,5,0,32,45,0.8,8.0
Jalen Stroman,144106,S,NOTRE DAME,11,204,0,258,1,4.0,75.0,98.0,14.8,11.1,0,1,12.5,57.5,0,86,30.0,3,1,156.3,6,96,47.1,98,4,6,8,1,102,87,1.1,17.0,0,1,5.0,60.0,99.0,30.0,18.0,0,0,0.0,88.1,1,13,5.9,1,0,35.0,3,99,48.5,100,5,15,5,0,27,14,0.3,9.0
Cade Denhoff,144114,ED,CLEMSON,12,19,0,140,1,,,1.9,,,0,0,,70.3,0,,33.3,1,0,0.0,0,1,5.3,53,0,1,0,0,0,0,0.0,,0,1,16.0,100.0,18.7,16.0,16.0,0,0,0.0,63.7,0,21,0.0,0,0,118.8,1,17,89.5,91,1,2,1,0,21,5,1.3,21.0
Jaylin Alderman,144145,LB,MIAMI FL,4,22,0,220,0,,,100.0,,,0,0,,63.5,0,,0.0,0,0,0.0,0,4,18.2,4,0,1,0,0,0,0,0.0,,0,1,3.0,80.0,100.0,4.0,3.2,0,1,20.0,83.5,0,13,20.0,1,1,90.8,4,16,72.7,16,2,3,5,0,29,19,1.8,7.3
Caleb Banks,144146,DI,FLORIDA,3,1,0,163,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,1,,,3.0,,,0,0,,59.9,0,,0.0,0,0,0.0,0,1,100.0,33,0,0,0,0,0,0,0.0,
Ryheem Craig,144151,ED,E CAROLINA,12,115,0,156,1,0.0,100.0,17.6,3.0,3.0,0,0,0.0,62.6,0,11,0.0,0,0,112.5,1,3,2.6,17,1,0,1,0,11,11,3.7,11.0,0,1,6.6,85.7,48.5,6.5,5.6,0,1,7.1,56.6,0,37,16.7,2,1,100.3,12,82,71.3,169,6,9,14,0,113,50,1.4,9.4
Derrick Edwards,144153,CB,CHARLOTTE,10,117,0,136,0,30.0,0.0,100.0,,10.0,0,1,100.0,67.8,0,,,0,1,39.6,0,10,8.5,10,0,0,1,0,0,0,0.0,,0,1,15.2,50.0,100.0,17.6,8.8,0,1,10.0,59.0,0,46,10.0,1,1,122.9,5,90,76.9,90,1,8,10,1,110,35,1.3,22.0
Benjamin Perry,144172,ED,UCLA,1,2,0,324,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,66.7,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,3,0,0,0,0,0,0,0.0,
TJ Quinn,144173,LB,LOUISVILLE,12,343,0,210,0,3.3,50.0,71.6,27.5,13.8,1,0,0.0,62.9,0,13,0.0,0,0,100.0,2,58,16.9,81,1,1,4,1,16,0,0.3,8.0,0,7,4.4,63.9,86.1,10.1,6.5,0,3,8.3,68.6,1,21,20.6,7,3,85.8,23,242,70.6,281,7,20,36,2,203,141,0.9,8.8
Kani Walker,144177,CB,ARKANSAS,11,337,0,111,0,15.5,47.1,100.0,11.0,5.2,0,3,17.6,65.5,0,37,0.0,0,2,105.5,8,101,30.0,101,1,5,17,2,102,25,1.2,12.8,0,1,19.5,70.6,98.8,13.4,9.5,0,4,23.5,58.5,0,50,11.1,2,2,113.0,12,171,50.7,173,4,15,17,0,264,41,1.6,22.0
