player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_kick_return,grades_punt_return,grades_return,kickoff_attempts,kickoff_fair_catches,kickoff_long,kickoff_muffed_returns,kickoff_touchdowns,kickoff_yards,kickoff_ypa,penalties,punt_attempts,punt_fair_catches,punt_long,punt_muffed_returns,punt_touchdowns,punt_yards,punt_ypa,total_attempts
Joe Royer,52545,TE,CINCINNATI,12,0,138,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Mavin Anderson,71443,WR,TEXAS ST,11,0,314,63.2,,63.9,1,2,28,0,0,28,28.0,0,0,0,0,0,0,0,,1
Aaron Smith,71596,CB,NEW MEXICO,12,0,241,61.8,,61.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Jayden Dixon-Veal,71698,WR,CAL,9,0,130,59.9,,59.9,1,0,0,1,0,0,0.0,1,0,0,0,0,0,0,,1
Cam Davis,72376,HB,MINNESOTA,12,0,225,59.6,,59.5,2,0,17,0,0,34,17.0,0,0,0,0,0,0,0,,2
Reis Stocksdale,73860,WR,BOWL GREEN,11,0,122,,54.2,56.1,0,0,0,0,0,0,,0,2,1,1,1,0,0,0.0,2
Ryan Quintanar,74152,LB,USC,12,0,326,59.9,,59.9,1,0,17,0,0,17,17.0,0,0,0,0,0,0,0,,1
Solomon Vanhorse,78573,HB,INDIANA,12,0,190,59.4,,59.3,1,0,5,0,0,5,5.0,1,0,0,0,0,0,0,,1
Byron Cardwell Jr.,86353,HB,S DIEGO ST,12,0,284,66.5,,67.2,1,0,31,0,0,31,31.0,0,0,0,0,0,0,0,,1
Cam Ross,97105,WR,VIRGINIA,11,0,335,68.6,79.6,74.4,7,1,101,0,1,251,35.9,0,21,13,48,0,0,170,8.1,28
Alante Brown,97171,WR,MICH STATE,3,0,223,92.4,,93.2,4,0,92,0,1,214,53.5,0,0,0,0,0,0,0,,4
Juwaun Price,97204,HB,UMASS,12,0,216,54.0,,52.9,0,4,0,0,0,0,,0,0,0,0,0,0,0,,0
Devin Voisin,97427,WR,S ALABAMA,12,0,288,59.9,74.9,68.8,0,1,0,0,0,0,,0,11,17,46,0,0,125,11.4,11
Logan Wilson,99280,CB,CINCINNATI,11,0,138,63.0,60.3,63.5,8,6,37,0,0,190,23.8,0,0,1,0,0,0,0,,8
Antonio Clary,99757,S,VIRGINIA,9,0,335,59.4,,59.3,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Levani Damuni,100457,LB,UTAH,12,0,328,59.6,,59.5,1,0,9,0,0,9,9.0,0,0,0,0,0,0,0,,1
Christian Helms,101126,WR,USF,12,0,327,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Derik LeCaptain,101506,LB,MINNESOTA,12,0,225,54.6,,53.5,2,0,15,0,0,20,10.0,1,0,0,0,0,0,0,,2
Marcus Bellon,104082,WR,NEVADA,10,0,239,,71.2,66.7,0,0,0,0,0,0,,0,13,11,38,1,0,80,6.2,13
Caullin Lacy,121426,WR,LOUISVILLE,12,0,210,56.2,91.5,74.1,11,0,40,0,0,235,21.4,0,23,7,93,1,2,440,19.1,34
Corey Rucker,121539,WR,ARK STATE,12,0,113,61.8,,61.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Tyson Thompson,121708,TE,RICE,11,0,275,61.8,58.3,59.9,4,3,35,0,0,60,15.0,0,8,21,12,1,0,37,4.6,12
Miles Davis,122056,HB,UTAH ST,12,0,329,55.8,,55.1,4,0,20,0,0,68,17.0,0,0,0,0,0,0,0,,4
Tyler Venables,122163,S,CLEMSON,12,0,140,,50.0,45.8,0,0,0,0,0,0,,0,1,0,0,1,0,0,0.0,1
Bryan Robinson,122413,WR,MARSHALL,7,0,214,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Kyler Pearson,122572,WR,E CAROLINA,9,0,156,62.5,60.6,61.5,4,2,25,0,0,59,14.8,0,10,21,20,1,0,94,9.4,14
Christian Moore,122608,TE,PURDUE,12,0,273,63.2,,63.9,2,1,13,0,0,26,13.0,0,0,0,0,0,0,0,,2
Cedric Woods,122690,CB,LA TECH,10,0,208,,90.9,83.6,0,0,0,0,0,0,,0,2,1,15,0,0,7,3.5,2
Porter Rooks,122883,WR,E MICHIGAN,12,0,160,,66.5,64.1,0,0,0,0,0,0,,0,0,10,0,0,0,0,,0
Trebor Pena,123051,WR,PENN STATE,12,0,266,61.8,68.6,67.4,1,0,16,0,0,16,16.0,0,7,4,21,0,0,52,7.4,8
Chase Curtis,123069,TE,TCU,12,0,305,61.8,,61.9,1,0,0,0,0,0,0.0,1,0,0,0,0,0,0,,1
Jaren Randle,123327,WR,UTSA,12,0,331,59.9,,59.9,1,0,-1,0,0,-1,-1.0,0,0,0,0,0,0,0,,1
Nick Andersen,123370,S,WAKE,12,0,339,,60.3,60.4,0,0,0,0,0,0,,0,1,0,1,0,0,1,1.0,1
Preston Fox,123418,WR,W VIRGINIA,10,0,343,54.7,71.9,61.1,7,9,36,0,0,153,21.9,0,11,16,28,0,0,106,9.6,18
Reese Smith,123432,WR,LIBERTY,12,0,206,,70.9,66.5,0,0,0,0,0,0,,0,11,15,16,1,0,30,2.7,11
Noah Whittington,123472,HB,OREGON,11,1,264,54.3,,53.6,6,4,33,0,0,128,21.3,1,0,0,0,0,0,0,,6
Jadon Thompson,123583,WR,MEMPHIS,12,0,218,59.4,64.0,61.9,0,1,0,0,0,0,,1,0,4,0,0,0,0,,0
Kejon Owens,123640,HB,FIU,12,0,166,59.9,60.0,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Ahmon Green,123857,TE,GA SOUTHRN,12,0,174,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Tailique Williams,123867,WR,W MICHIGAN,12,0,347,,53.3,54.7,0,0,0,0,0,0,,0,1,0,-2,1,0,-2,-2.0,1
Kentrel Bullock,124129,HB,S ALABAMA,12,0,288,58.9,,58.6,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Ja'Mori Maclin,124211,WR,KENTUCKY,10,0,202,,30.8,40.5,0,0,0,0,0,0,,0,3,1,5,1,0,10,3.3,3
Payton Mangrum,124248,WR,E CAROLINA,12,0,156,,65.4,63.4,0,0,0,0,0,0,,1,3,4,2,0,0,0,0.0,3
Andrew Paul,124736,HB,JVILLE ST,9,0,196,59.9,,59.9,1,0,12,0,0,12,12.0,0,0,0,0,0,0,0,,1
Jack Tchienchou,124782,S,TULANE,13,0,319,67.3,,68.8,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Kendrick Bell,125137,WR,MICHIGAN,12,0,222,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Micah Davis,125264,WR,SO MISS,12,0,296,59.8,73.4,63.2,12,3,31,0,0,254,21.2,0,3,3,8,0,0,9,3.0,15
Justin Weaver,126597,CB,ARMY,9,0,114,59.4,,59.3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Alex Broome,126959,HB,BOSTON COL,12,0,121,59.4,,59.2,2,1,26,0,0,39,19.5,0,0,0,0,0,0,0,,2
Grayson Tempest,127630,WR,TULSA,11,1,320,,51.2,54.4,0,0,0,0,0,0,,1,3,7,32,1,0,54,18.0,3
Malik Sherrod,128189,HB,BOISE ST,12,0,120,55.9,58.8,56.8,16,1,40,0,0,326,20.4,0,11,23,16,3,0,31,2.8,27
Josh Sterzer,128399,TE,UTAH ST,12,0,329,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Mose Phillips III,129334,S,MISSOURI,12,0,229,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Josh Beetham,129407,TE,GA TECH,12,0,176,61.8,,61.9,1,0,12,0,0,12,12.0,0,0,0,0,0,0,0,,1
Deuce Spann,129427,WR,PITTSBURGH,12,0,268,63.1,,63.4,14,0,42,0,0,325,23.2,0,0,0,0,0,0,0,,14
Nick DeGennaro,129503,WR,JAMES MAD,13,0,197,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Isaiah Jacobs,129518,HB,UAB,12,0,321,58.5,,58.2,3,1,26,0,0,56,18.7,1,0,0,0,0,0,0,,3
Ethan Dirrim,129552,TE,GA SOUTHRN,6,0,174,59.9,,59.9,1,0,12,0,0,12,12.0,0,0,0,0,0,0,0,,1
Eamonn Dennis,129575,WR,OHIO,7,0,259,54.1,,53.3,9,1,58,0,0,182,20.2,0,0,0,0,0,0,0,,9
Jake Thaw,129600,WR,DELAWARE,10,0,151,59.9,60.9,60.5,1,0,9,0,0,9,9.0,0,3,5,13,1,0,26,8.7,4
Sam Edwards,129613,LB,MICH STATE,12,0,223,58.0,,57.8,1,0,2,1,0,2,2.0,0,0,0,0,0,0,0,,1
Will Nixon,129707,HB,SYRACUSE,12,0,304,54.2,,53.1,2,1,19,0,0,35,17.5,0,0,0,0,0,0,0,,2
Hunter Welcing,129738,TE,NWESTERN,12,0,256,59.6,,59.5,2,0,10,0,0,13,6.5,0,0,0,0,0,0,0,,2
Cameron Martinez,129752,CB,BOSTON COL,4,0,121,,61.0,60.8,0,0,0,0,0,0,,0,1,0,9,0,0,9,9.0,1
Qian Magwood,130339,WR,BALL ST,12,0,117,,64.2,62.7,0,0,0,0,0,0,,0,3,0,7,0,0,12,4.0,3
Drew Cassens,130544,TE,BALL ST,12,0,117,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Trayvon Rudolph,130577,WR,TOLEDO,12,0,316,68.7,,69.7,17,1,96,1,1,373,21.9,0,0,0,0,0,0,0,,17
Harrison Waylee,130584,HB,VIRGINIA,12,0,335,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
DJ Taylor Jr.,131630,CB,TEXAS ST,5,0,314,61.8,61.0,62.6,4,0,26,0,0,81,20.3,0,0,1,0,0,0,0,,4
Jake Overman,131748,TE,PITTSBURGH,10,0,268,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Bryce Farrell,131758,WR,STANFORD,12,0,300,59.6,61.6,60.6,1,1,19,0,0,19,19.0,0,1,0,4,0,0,4,4.0,2
Logan Loya,131801,WR,MINNESOTA,11,0,225,,62.9,62.0,0,0,0,0,0,0,,0,1,2,0,0,0,0,0.0,1
DJ Warnell,131817,LB,NEVADA,12,0,239,,57.7,56.7,0,0,0,0,0,0,,2,1,0,0,1,0,0,0.0,1
Gary Bryant Jr.,131819,WR,OREGON,11,0,264,,59.4,59.7,0,0,0,0,0,0,,0,13,17,18,0,0,93,7.2,13
Rodney Harris II,133616,WR,OHIO,12,0,259,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Jaydan Mayes,133971,CB,ARMY,12,0,114,62.8,,63.4,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Cole Adams,134273,WR,ALABAMA,13,0,103,59.0,77.4,69.6,2,1,20,0,0,20,10.0,0,19,23,36,0,0,157,8.3,21
Izaiah Hartrup,134761,WR,OLE MISS,13,0,226,55.4,65.7,57.0,6,5,38,0,0,116,19.3,0,2,4,17,0,0,6,3.0,8
Nate Sullivan Jr.,138317,TE,LA MONROE,12,0,209,59.6,,59.5,2,0,18,0,0,27,13.5,0,0,0,0,0,0,0,,2
Princeton Malbrue,139517,LB,LSU,11,0,211,61.8,,61.9,1,0,20,0,0,20,20.0,0,0,0,0,0,0,0,,1
Abraham Williams,141727,CB,NEW MEXICO,7,0,241,56.9,,56.4,6,0,25,0,0,102,17.0,0,0,0,0,0,0,0,,6
Michael Pettway,142023,WR,JVILLE ST,9,0,196,55.5,62.2,57.5,1,6,17,0,0,17,17.0,0,4,7,11,1,0,15,3.8,5
Kavir Bains-Marquez,142177,S,PITTSBURGH,12,0,268,63.5,,64.2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Roy Alexander,142206,WR,TEXAS TECH,4,0,315,,53.7,55.7,0,0,0,0,0,0,,0,2,0,0,1,0,0,0.0,2
Justin Wolf,142695,TE,W KENTUCKY,9,0,346,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Justin Smith-Brown,142775,WR,W VIRGINIA,12,0,343,59.6,,59.5,0,2,0,0,0,0,,1,0,0,0,0,0,0,,0
Sahmir Hagans,143854,WR,DUKE,12,0,154,73.4,,74.6,13,1,101,0,1,455,35.0,0,0,0,0,0,0,0,,13
Jackson West,143900,TE,W KENTUCKY,12,0,346,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Daylon Gordon,143915,HB,GA TECH,12,1,176,61.8,,61.9,1,0,0,0,0,0,0.0,2,0,0,0,0,0,0,,1
Jamal Haynes,143918,HB,GA TECH,12,0,176,59.4,60.3,59.9,1,0,17,0,0,17,17.0,0,0,1,0,0,0,0,,1
Julian Gray,143994,HB,LIBERTY,8,0,206,77.3,,79.5,11,4,96,0,1,314,28.5,0,0,0,0,0,0,0,,11
Jaden Bradley,144016,WR,UNLV,12,0,325,57.4,,56.9,1,0,22,0,0,22,22.0,0,0,0,0,0,0,0,,1
P.J. Prioleau,144099,HB,VA TECH,12,0,337,57.5,60.3,57.6,17,2,32,0,0,349,20.5,0,0,1,0,0,0,0,,17
Malachi Thomas,144107,HB,PURDUE,12,0,273,59.9,,59.9,1,0,22,0,0,22,22.0,0,0,0,0,0,0,0,,1
Troy Stellato,144139,WR,KENTUCKY,4,0,202,,62.2,61.5,0,0,0,0,0,0,,0,0,2,0,0,0,0,,0
Will Pauling,144234,WR,NOTRE DAME,12,0,258,,60.3,60.4,0,0,0,0,0,0,,0,1,0,0,0,0,0,0.0,1
Raylen Sharpe,144255,WR,ARKANSAS,12,0,111,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Eric Rivers,144279,WR,GA TECH,12,0,176,60.0,65.8,63.3,0,0,0,0,0,0,,0,9,8,46,1,0,99,11.0,9
Stone Eby,144358,TE,SMU,12,0,287,59.6,,59.5,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,2
Titus Mokiao-Atimalala,144464,WR,UCLA,12,0,324,62.4,,62.9,5,0,32,0,0,88,17.6,0,0,0,0,0,0,0,,5
Josh Cameron,144513,WR,BAYLOR,12,0,118,,77.1,70.2,0,0,0,0,0,0,,0,18,20,31,2,0,141,7.8,18
Eli Sanders,144541,HB,USC,6,0,326,57.9,,57.5,4,1,19,0,0,59,14.8,0,0,0,0,0,0,0,,4
Shane Porter,144592,HB,SM HOUSTON,7,0,281,43.9,,40.6,2,0,18,1,0,18,9.0,1,0,0,0,0,0,0,,2
Jalil Farooq,144623,WR,MARYLAND,12,0,215,,67.2,64.5,0,0,0,0,0,0,,0,7,4,20,0,0,43,6.1,7
Jaden Nixon,144652,HB,UCF,12,0,323,65.1,,65.5,19,6,96,0,1,438,23.1,0,0,0,0,0,0,0,,19
Sam Jackson V,144682,QB,OKLA STATE,12,0,262,54.3,,53.5,5,0,29,1,0,67,13.4,0,0,0,0,0,0,0,,5
Trent Battle,144683,HB,TCU,12,0,305,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
D'Arco Perkins-McAllister,144701,CB,LA MONROE,11,0,209,,50.0,45.8,0,0,0,0,0,0,,0,1,0,0,1,0,0,0.0,1
Shad Banks Jr.,144702,LB,UTSA,12,0,331,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Jaden Alexis,144719,WR,USF,4,0,327,59.6,,59.5,0,2,0,0,0,0,,0,0,0,0,0,0,0,,0
Marshall Landwehr,144737,LB,TEXAS,12,0,311,59.9,,59.9,1,0,10,0,0,10,10.0,0,0,0,0,0,0,0,,1
Roman Hemby,144891,HB,INDIANA,12,0,190,57.9,,57.6,9,3,35,0,0,204,22.7,0,0,0,0,0,0,0,,9
Joe Taylor,144936,WR,MICHIGAN,11,0,222,57.6,60.3,57.8,1,4,20,0,0,20,20.0,0,1,0,0,0,0,0,0.0,2
Quentin Redding,144973,WR,MINNESOTA,7,0,225,60.0,62.9,61.4,0,0,0,0,0,0,,0,1,1,2,0,0,2,2.0,1
Jameson Geers,144979,TE,MINNESOTA,12,0,225,59.9,,59.9,1,0,8,0,0,8,8.0,0,0,0,0,0,0,0,,1
Randolph Kpai,145018,LB,NEW MEXICO,12,0,241,59.9,,59.9,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0
Calvin Johnson II,145043,WR,TULSA,8,0,320,62.8,,63.4,3,1,28,0,0,72,24.0,0,0,0,0,0,0,0,,3
Jayden Ballard,145054,WR,WISCONSIN,12,0,349,,65.3,63.5,0,0,0,0,0,0,,0,1,6,6,0,0,6,6.0,1
Harrison Wallace III,145090,WR,OLE MISS,13,0,226,59.9,62.0,61.1,0,1,0,0,0,0,,0,14,22,26,2,0,113,8.1,14
Ja'Quez Cross,145108,HB,ARK STATE,1,0,113,62.7,,63.2,1,2,30,0,0,30,30.0,0,0,0,0,0,0,0,,1
Skyler Bell,145163,WR,UCONN,12,0,146,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Zuberi Mobley,145187,HB,TULANE,12,0,319,59.1,,58.9,2,0,18,0,0,30,15.0,0,0,0,0,0,0,0,,2
Ross Fournet,145218,WR,FIU,12,0,166,56.9,,56.4,2,2,19,0,0,30,15.0,0,0,0,0,0,0,0,,2
Chuck Montgomery,145265,WR,SO MISS,12,0,296,58.4,,58.1,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Jaydyn Johnson,145286,LB,MARSHALL,4,0,214,59.9,,59.9,1,0,12,0,0,12,12.0,0,0,0,0,0,0,0,,1
Elijah Metcalf,145307,WR,SO MISS,12,0,296,61.8,64.9,64.2,1,0,0,0,0,0,0.0,0,11,13,20,2,0,93,8.5,12
Wayne Matthews III,145382,LB,MICH STATE,12,0,223,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Jeremiah Ballard,145495,WR,TULSA,12,0,320,58.0,,57.8,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Jairus Mack,145562,WR,W KENTUCKY,8,0,346,,69.8,66.0,0,0,0,0,0,0,,0,3,19,10,0,0,11,3.7,3
Brady Hunt,145631,TE,S CAROLINA,12,0,289,59.9,,59.9,1,0,11,0,0,11,11.0,0,0,0,0,0,0,0,,1
Cade Conley,145709,TE,W MICHIGAN,12,0,347,59.9,,59.9,1,0,10,0,0,10,10.0,0,0,0,0,0,0,0,,1
Nahree Biggins,145711,HB,C MICHIGAN,12,0,134,57.0,,56.7,12,8,32,0,0,253,21.1,0,0,0,0,0,0,0,,12
DJ Stepney,145727,S,AKRON,6,0,102,59.9,,59.9,1,0,19,0,0,19,19.0,0,0,0,0,0,0,0,,1
Caleb Spann,145742,S,C MICHIGAN,12,0,134,,73.2,68.0,0,0,0,0,0,0,,0,8,12,46,0,0,64,8.0,8
Carter Evans,145757,ED,E MICHIGAN,12,0,160,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Sieh Bangura,145886,HB,OHIO,12,0,259,71.8,,74.0,3,1,97,0,1,141,47.0,0,0,0,0,0,0,0,,3
Blake Bosma,145938,TE,W MICHIGAN,12,0,347,61.8,67.4,66.6,1,0,4,0,0,4,4.0,0,2,11,4,0,0,4,2.0,3
Luke Voorhees,145975,TE,BOISE ST,12,0,120,59.6,,59.5,2,0,6,0,0,6,3.0,0,0,0,0,0,0,0,,2
Matt Lauter,145992,TE,BOISE ST,11,0,120,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Gerick Robinson,146025,WR,NEVADA,3,0,239,60.0,66.0,63.4,0,0,0,0,0,0,,0,3,1,14,0,0,36,12.0,3
Kamron Beachem,146047,TE,FRESNO ST,12,0,169,59.6,,59.5,0,2,0,0,0,0,,0,0,0,0,0,0,0,,0
David Cordero,146071,HB,HAWAII,11,0,180,59.9,,59.9,1,0,21,0,0,21,21.0,0,0,0,0,0,0,0,,1
Luke Wysong,146110,WR,ARIZONA,12,0,109,,71.9,67.3,0,0,0,0,0,0,,0,12,14,27,1,0,120,10.0,12
Cameron Harpole,146163,TE,ARIZONA ST,12,0,110,59.9,,59.9,1,0,5,0,0,5,5.0,0,0,0,0,0,0,0,,1
Nate Lewis,146177,ED,S JOSE ST,12,0,285,52.4,,51.6,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Isaiah Taylor,146255,CB,MIAMI FL,13,0,220,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
George Hart III,146269,HB,W KENTUCKY,12,0,346,61.0,,61.2,1,1,33,0,0,33,33.0,0,0,0,0,0,0,0,,1
J. Michael Sturdivant,146288,WR,FLORIDA,12,0,163,58.9,,58.6,1,0,10,0,0,10,10.0,0,0,0,0,0,0,0,,1
Trent Walker,146340,WR,OREGON ST,12,0,265,59.9,60.8,60.4,1,0,6,0,0,6,6.0,0,10,31,27,1,0,80,8.0,11
Bryce Caufield,146348,TE,OREGON ST,9,0,265,59.0,,58.8,1,2,11,0,0,11,11.0,0,0,0,0,0,0,0,,1
David Kasemervisz,146367,WR,RICE,12,0,275,59.9,,59.9,1,0,5,0,0,5,5.0,0,0,0,0,0,0,0,,1
Michael Jackson III,146412,WR,PURDUE,12,0,273,64.8,59.3,63.2,22,0,56,0,0,520,23.6,0,8,15,17,0,0,26,3.3,30
Josiah Zamora,146415,WR,USC,10,0,326,58.5,62.7,59.9,1,3,11,0,0,11,11.0,0,2,0,13,0,0,18,9.0,3
JoJo Earle,146588,WR,UNLV,12,0,325,,60.3,60.4,0,0,0,0,0,0,,0,0,1,0,0,0,0,,0
Devonte Ross,146735,WR,PENN STATE,12,0,266,,56.9,58.1,0,0,0,0,0,0,,0,8,8,34,1,0,74,9.3,8
La'Vell Wright,146736,HB,W KENTUCKY,12,0,346,59.9,,59.9,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0
Bralon Brown,146819,WR,SO MISS,12,0,296,59.9,,59.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Demarko Williams,146825,CB,W KENTUCKY,7,0,346,58.8,,58.6,7,0,34,0,0,136,19.4,0,0,0,0,0,0,0,,7
Darius Jackson,146892,S,TEXAS ST,12,0,314,59.9,,59.9,1,0,20,0,0,20,20.0,1,0,0,0,0,0,0,,1
John Howse IV,146966,S,MIDDLE TN,4,0,224,60.8,,61.0,1,0,35,0,0,35,35.0,0,0,0,0,0,0,0,,1
Amari Daniels,146991,HB,TEXAS A&M,11,0,312,59.9,,59.9,0,1,0,0,0,0,,0,0,0,0,0,0,0,,0
Dalton Stroman,147022,WR,APP STATE,12,0,108,58.0,,57.8,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Kyre Duplessis,147082,WR,DELAWARE,12,0,151,59.1,78.9,69.9,2,3,17,0,0,33,16.5,0,3,12,68,0,1,73,24.3,5
Terrence Williams,147144,LB,LA LAFAYET,12,0,207,59.9,,59.9,1,0,-2,0,0,-2,-2.0,0,0,0,0,0,0,0,,1
Robert Williams,147155,WR,LA LAFAYET,11,0,207,67.1,69.1,69.0,16,4,50,0,0,321,20.1,0,8,10,12,0,0,22,2.8,24
Jake St. Andre,147166,LB,LA LAFAYET,12,0,207,59.9,,59.9,0,1,0,0,0,0,,1,0,0,0,0,0,0,,0
Peyton Higgins,147247,WR,TROY,12,0,318,65.2,69.0,67.2,8,0,26,0,0,141,17.6,0,16,15,32,1,0,88,5.5,24
Simeon Evans,147304,WR,N TEXAS,12,0,251,77.6,63.0,79.1,16,0,61,1,0,475,29.7,0,2,0,11,0,0,15,7.5,18
Keelan Marion,147370,WR,MIAMI FL,13,0,220,69.0,60.3,70.0,11,0,38,0,0,262,23.8,0,0,1,0,0,0,0,,11
Aaron Turner,147371,WR,RICE,12,0,275,53.0,,51.8,3,0,23,0,0,59,19.7,0,0,0,0,0,0,0,,3
Lorenzo Styles Jr.,147474,S,OHIO STATE,10,0,260,76.4,60.5,79.1,2,0,102,0,1,118,59.0,0,1,0,36,0,0,36,36.0,3
Logan Diggs,147475,HB,OLE MISS,13,0,226,76.8,,80.3,3,0,42,0,0,74,24.7,0,0,0,0,0,0,0,,3
Jayden Thomas,147485,WR,VIRGINIA,9,0,335,,73.3,68.5,0,0,0,0,0,0,,0,4,5,31,0,0,58,14.5,4
Maguire Anderson,147504,WR,FIU,12,0,166,54.6,73.2,64.5,2,0,10,1,0,10,5.0,0,6,4,15,0,0,45,7.5,8
Devin Gandy,147781,WR,LA TECH,12,0,208,80.5,,83.0,16,0,93,0,2,478,29.9,0,0,0,0,0,0,0,,16
Elijah Tau-Tolliver,147785,HB,MICH STATE,12,0,223,55.1,,54.4,5,8,22,0,0,79,15.8,0,0,0,0,0,0,0,,5
Damon Bankston,147854,HB,NEW MEXICO,12,0,241,65.0,,65.6,11,0,100,0,1,350,31.8,0,0,0,0,0,0,0,,11
Gabriel Benyard,147969,WR,KENNESAW,12,0,200,61.8,88.7,77.9,1,0,0,0,0,0,0.0,0,25,10,57,0,1,234,9.4,26
Tykeem Wallace,147986,WR,KENNESAW,11,0,200,57.7,,57.2,2,0,22,0,0,39,19.5,2,0,0,0,0,0,0,,2
Samuel Baddoo,148662,WR,UMASS,8,0,216,55.0,57.9,54.7,1,9,8,0,0,8,8.0,0,4,0,5,0,0,7,1.8,5
Nick Laboy,148767,WR,DELAWARE,12,0,151,61.8,,61.9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,,1
Kam Thomas,149138,HB,UTEP,1,0,330,,66.3,64.1,0,0,0,0,0,0,,0,5,1,11,0,0,10,2.0,5
Michael Brescia,149295,TE,W MICHIGAN,12,0,347,59.9,,59.9,1,0,-1,1,0,-1,-1.0,0,0,0,0,0,0,0,,1
Curtis Harris-Lopez,149421,S,JAMES MAD,13,0,197,66.5,,67.6,9,0,88,1,1,228,25.3,0,0,0,0,0,0,0,,9
Kaderris Roberts,149713,HB,BOWL GREEN,12,0,122,83.2,,86.9,9,0,66,0,0,253,28.1,0,0,0,0,0,0,0,,9
Javin Whatley,149832,WR,ARIZONA,12,0,109,58.9,,58.7,3,7,27,0,0,73,24.3,0,0,0,0,0,0,0,,3
Sam Phillips,149833,WR,IOWA,12,0,192,,69.7,67.7,0,0,0,0,0,0,,0,1,0,46,0,0,46,46.0,1
Raphael Williams Jr.,149997,WR,PITTSBURGH,12,0,268,,58.0,58.7,0,0,0,0,0,0,,0,1,4,9,0,0,9,9.0,1
Emon Allen,150299,CB,SM HOUSTON,12,0,281,,68.6,65.3,0,0,0,0,0,0,,0,10,5,14,0,0,67,6.7,10
J'Mari Taylor,150482,HB,VIRGINIA,12,0,335,58.0,,57.6,1,0,20,0,0,20,20.0,0,0,0,0,0,0,0,,1
Jake Bruno,151266,TE,OHIO,12,0,259,59.9,,59.9,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,,1
Tristan Marois,155288,ED,COLORADO,12,0,143,,60.3,60.4,0,0,0,0,0,0,,0,1,0,0,0,0,0,0.0,1
Dash Luke,155552,WR,MO STATE,12,0,230,56.9,74.9,64.2,13,0,28,0,0,231,17.8,0,10,16,22,0,0,85,8.5,23
Hunter Smith,155556,HB,TEMPLE,12,0,306,57.6,,57.2,5,0,24,0,0,91,18.2,0,0,0,0,0,0,0,,5
Rylan Green,155885,TE,LA MONROE,11,0,209,59.6,,59.5,2,0,12,0,0,17,8.5,0,0,0,0,0,0,0,,2
Mekhi Mews,155982,WR,HOUSTON,12,0,182,60.9,77.6,68.3,18,2,35,0,0,373,20.7,0,20,26,21,1,0,126,6.3,38
